{'gen': 0, 'nevals': 800, 'min': 26128.912631578947, 'avg': 28964.759145055825}
{'gen': 1, 'nevals': 697, 'min': 25339.01100478469, 'avg': 28440.01497547847}
{'gen': 2, 'nevals': 710, 'min': 24204.204306220097, 'avg': 28134.603040869217}
{'gen': 3, 'nevals': 717, 'min': 24204.204306220097, 'avg': 27812.898875438597}
{'gen': 4, 'nevals': 714, 'min': 24204.204306220097, 'avg': 27574.167373963315}
{'gen': 5, 'nevals': 720, 'min': 24204.204306220097, 'avg': 27376.15389122807}
{'gen': 6, 'nevals': 712, 'min': 24099.910366826156, 'avg': 27115.651397129186}
{'gen': 7, 'nevals': 714, 'min': 23662.233588516745, 'avg': 26934.763865271132}
{'gen': 8, 'nevals': 723, 'min': 23662.233588516745, 'avg': 26779.37803181818}
{'gen': 9, 'nevals': 688, 'min': 22916.60264752791, 'avg': 26481.527751036687}
{'gen': 10, 'nevals': 712, 'min': 22916.60264752791, 'avg': 26302.397589194577}
{'gen': 11, 'nevals': 717, 'min': 22916.60264752791, 'avg': 26114.0502307815}
{'gen': 12, 'nevals': 706, 'min': 22916.60264752791, 'avg': 25888.61653708134}
{'gen': 13, 'nevals': 683, 'min': 22473.595311004785, 'avg': 25750.13350845295}
{'gen': 14, 'nevals': 727, 'min': 22473.595311004785, 'avg': 25592.03895677831}
{'gen': 15, 'nevals': 699, 'min': 22473.595311004785, 'avg': 25410.241339992022}
{'gen': 16, 'nevals': 697, 'min': 22183.562519936204, 'avg': 25219.03677866826}
{'gen': 17, 'nevals': 697, 'min': 22183.562519936204, 'avg': 25036.544498285482}
{'gen': 18, 'nevals': 716, 'min': 22183.562519936204, 'avg': 24909.67259685008}
{'gen': 19, 'nevals': 706, 'min': 22130.99129186603, 'avg': 24791.53653405104}
{'gen': 20, 'nevals': 691, 'min': 21748.689601275917, 'avg': 24558.031080422654}
{'gen': 21, 'nevals': 707, 'min': 21748.689601275917, 'avg': 24396.346722049442}
{'gen': 22, 'nevals': 716, 'min': 21279.722902711324, 'avg': 24258.779204146733}
{'gen': 23, 'nevals': 711, 'min': 21279.722902711324, 'avg': 24086.256759250402}
{'gen': 24, 'nevals': 695, 'min': 21279.722902711324, 'avg': 23973.823711842102}
{'gen': 25, 'nevals': 730, 'min': 21279.722902711324, 'avg': 23835.41498221691}
{'gen': 26, 'nevals': 687, 'min': 21279.722902711324, 'avg': 23744.828339553427}
{'gen': 27, 'nevals': 695, 'min': 21279.722902711324, 'avg': 23550.780791188197}
{'gen': 28, 'nevals': 718, 'min': 21106.37716108453, 'avg': 23456.587593341308}
{'gen': 29, 'nevals': 701, 'min': 21101.393141945773, 'avg': 23308.909944976076}
{'gen': 30, 'nevals': 712, 'min': 20719.82066985646, 'avg': 23178.581216547045}
{'gen': 31, 'nevals': 716, 'min': 20719.82066985646, 'avg': 23048.504808811802}
{'gen': 32, 'nevals': 705, 'min': 20430.099362041467, 'avg': 22928.84557053429}
{'gen': 33, 'nevals': 702, 'min': 20430.099362041467, 'avg': 22866.169257934605}
{'gen': 34, 'nevals': 712, 'min': 20066.504210526316, 'avg': 22733.302598724087}
{'gen': 35, 'nevals': 713, 'min': 20066.504210526316, 'avg': 22554.189467902714}
{'gen': 36, 'nevals': 706, 'min': 19865.312759170654, 'avg': 22433.319733652315}
