{'gen': 0, 'nevals': 200, 'min': 23061.98264752791, 'avg': 28469.89556347687}
{'gen': 1, 'nevals': 168, 'min': 22833.87668261563, 'avg': 27428.95380271132}
{'gen': 2, 'nevals': 164, 'min': 21425.240223285487, 'avg': 26488.439158851674}
{'gen': 3, 'nevals': 166, 'min': 21040.304465709727, 'avg': 26086.343500159495}
{'gen': 4, 'nevals': 168, 'min': 21040.304465709727, 'avg': 25849.65213572568}
{'gen': 5, 'nevals': 164, 'min': 20397.967432216905, 'avg': 25271.457702870815}
{'gen': 6, 'nevals': 156, 'min': 19543.856810207337, 'avg': 24642.593874322167}
{'gen': 7, 'nevals': 156, 'min': 19543.856810207337, 'avg': 23975.58186427432}
{'gen': 8, 'nevals': 172, 'min': 18748.512121212123, 'avg': 23503.70852934609}
{'gen': 9, 'nevals': 158, 'min': 17992.942711323765, 'avg': 22832.160583253586}
{'gen': 10, 'nevals': 158, 'min': 17992.942711323765, 'avg': 22298.93548165869}
{'gen': 11, 'nevals': 164, 'min': 17992.942711323765, 'avg': 21889.923850398725}
{'gen': 12, 'nevals': 144, 'min': 17992.942711323765, 'avg': 21376.033315948964}
{'gen': 13, 'nevals': 167, 'min': 17992.942711323765, 'avg': 21068.742543540673}
{'gen': 14, 'nevals': 162, 'min': 17405.074385964912, 'avg': 20512.58833907496}
{'gen': 15, 'nevals': 165, 'min': 17405.074385964912, 'avg': 20404.44209122807}
{'gen': 16, 'nevals': 160, 'min': 17090.34484848485, 'avg': 20058.937250398725}
{'gen': 17, 'nevals': 164, 'min': 17090.34484848485, 'avg': 19515.0917307815}
{'gen': 18, 'nevals': 168, 'min': 16560.974928229665, 'avg': 19386.02095279107}
{'gen': 19, 'nevals': 168, 'min': 16238.83288676236, 'avg': 18852.26459457735}
{'gen': 20, 'nevals': 168, 'min': 15925.617256778309, 'avg': 18405.29770430622}
{'gen': 21, 'nevals': 174, 'min': 14791.084338118022, 'avg': 18203.268512121216}
{'gen': 22, 'nevals': 170, 'min': 14791.084338118022, 'avg': 17930.198502073363}
{'gen': 23, 'nevals': 159, 'min': 14791.084338118022, 'avg': 17647.52754035088}
{'gen': 24, 'nevals': 154, 'min': 14791.084338118022, 'avg': 17375.704172567785}
{'gen': 25, 'nevals': 164, 'min': 14791.084338118022, 'avg': 17205.414148325362}
{'gen': 26, 'nevals': 168, 'min': 14217.953779904306, 'avg': 17092.00038373206}
{'gen': 27, 'nevals': 158, 'min': 13661.691866028708, 'avg': 16943.491662200955}
{'gen': 28, 'nevals': 154, 'min': 13661.691866028708, 'avg': 16690.19278676236}
{'gen': 29, 'nevals': 154, 'min': 13661.691866028708, 'avg': 16226.971775757578}
{'gen': 30, 'nevals': 166, 'min': 13260.222073365232, 'avg': 16023.698294098882}
{'gen': 31, 'nevals': 160, 'min': 12951.616076555023, 'avg': 15667.948362041465}
{'gen': 32, 'nevals': 170, 'min': 12951.616076555023, 'avg': 15338.590180861247}
{'gen': 33, 'nevals': 168, 'min': 11777.597224880383, 'avg': 15155.081487559808}
{'gen': 34, 'nevals': 166, 'min': 11777.597224880383, 'avg': 14887.889192503988}
{'gen': 35, 'nevals': 151, 'min': 11777.597224880383, 'avg': 14537.004106060607}
{'gen': 36, 'nevals': 164, 'min': 11777.597224880383, 'avg': 14510.287101913877}
{'gen': 37, 'nevals': 162, 'min': 11777.597224880383, 'avg': 14350.02764290271}
{'gen': 38, 'nevals': 168, 'min': 11777.597224880383, 'avg': 14091.285615629982}
{'gen': 39, 'nevals': 174, 'min': 11777.597224880383, 'avg': 13831.443828070172}
{'gen': 40, 'nevals': 152, 'min': 11777.597224880383, 'avg': 13585.093490749603}
{'gen': 41, 'nevals': 154, 'min': 11571.430909090908, 'avg': 13246.825490909094}
{'gen': 42, 'nevals': 158, 'min': 11427.487687400318, 'avg': 13004.62722296651}
{'gen': 43, 'nevals': 157, 'min': 11427.487687400318, 'avg': 12759.947295534292}
{'gen': 44, 'nevals': 164, 'min': 11214.73307814992, 'avg': 12603.903927432217}
{'gen': 45, 'nevals': 170, 'min': 11000.398149920255, 'avg': 12381.059419776713}
{'gen': 46, 'nevals': 160, 'min': 10922.775757575757, 'avg': 12164.599553429025}
{'gen': 47, 'nevals': 170, 'min': 10676.518022328548, 'avg': 12003.228231578949}
{'gen': 48, 'nevals': 175, 'min': 10558.795055821372, 'avg': 11827.57564832536}
{'gen': 49, 'nevals': 166, 'min': 10353.830749601277, 'avg': 11680.229484051037}
{'gen': 50, 'nevals': 162, 'min': 10220.990653907496, 'avg': 11465.650137958532}
{'gen': 51, 'nevals': 161, 'min': 10053.469122807017, 'avg': 11264.28263971292}
{'gen': 52, 'nevals': 162, 'min': 10053.469122807017, 'avg': 11090.587568102073}
{'gen': 53, 'nevals': 160, 'min': 9855.113141945774, 'avg': 10950.178081658692}
{'gen': 54, 'nevals': 161, 'min': 9697.381403508773, 'avg': 10733.94509090909}
{'gen': 55, 'nevals': 159, 'min': 9497.799234449762, 'avg': 10545.247848165869}
{'gen': 56, 'nevals': 153, 'min': 9327.828389154705, 'avg': 10432.16924290271}
{'gen': 57, 'nevals': 165, 'min': 9327.828389154705, 'avg': 10316.851889633173}
{'gen': 58, 'nevals': 162, 'min': 9327.828389154705, 'avg': 10237.514488197769}
{'gen': 59, 'nevals': 170, 'min': 9327.828389154705, 'avg': 10124.074452791068}
{'gen': 60, 'nevals': 166, 'min': 9026.818819776714, 'avg': 9982.184156778309}
{'gen': 61, 'nevals': 170, 'min': 9013.842456140352, 'avg': 9887.929103508772}
{'gen': 62, 'nevals': 159, 'min': 9013.842456140352, 'avg': 9754.035078628389}
{'gen': 63, 'nevals': 165, 'min': 9013.842456140352, 'avg': 9641.725347687401}
{'gen': 64, 'nevals': 162, 'min': 8989.182711323763, 'avg': 9547.870467623603}
{'gen': 65, 'nevals': 160, 'min': 8884.662264752791, 'avg': 9425.908390430623}
{'gen': 66, 'nevals': 159, 'min': 8763.415087719299, 'avg': 9296.98278676236}
{'gen': 67, 'nevals': 163, 'min': 8573.806283891547, 'avg': 9214.415205263158}
{'gen': 68, 'nevals': 166, 'min': 8573.806283891547, 'avg': 9123.822470175439}
{'gen': 69, 'nevals': 168, 'min': 8430.924816586921, 'avg': 9001.921070334927}
{'gen': 70, 'nevals': 160, 'min': 8409.32976076555, 'avg': 8914.861182137161}
{'gen': 71, 'nevals': 174, 'min': 8260.423094098884, 'avg': 8827.723209090907}
{'gen': 72, 'nevals': 160, 'min': 8230.953588516746, 'avg': 8728.27935661882}
{'gen': 73, 'nevals': 162, 'min': 7971.035055821371, 'avg': 8650.081981339714}
{'gen': 74, 'nevals': 152, 'min': 7953.941180223285, 'avg': 8565.969602870813}
{'gen': 75, 'nevals': 160, 'min': 7818.055023923445, 'avg': 8505.42143397129}
{'gen': 76, 'nevals': 158, 'min': 7818.055023923445, 'avg': 8404.987363955344}
{'gen': 77, 'nevals': 160, 'min': 7818.055023923445, 'avg': 8279.922894577352}
{'gen': 78, 'nevals': 164, 'min': 7771.7873046252, 'avg': 8209.71071291866}
{'gen': 79, 'nevals': 164, 'min': 7679.705741626794, 'avg': 8155.973245454546}
{'gen': 80, 'nevals': 158, 'min': 7679.705741626794, 'avg': 8086.523314035087}
{'gen': 81, 'nevals': 164, 'min': 7599.477033492823, 'avg': 8022.418818979266}
{'gen': 82, 'nevals': 166, 'min': 7511.394162679426, 'avg': 7958.416544497607}
{'gen': 83, 'nevals': 168, 'min': 7491.433779904306, 'avg': 7894.059626953748}
{'gen': 84, 'nevals': 167, 'min': 7311.764242424242, 'avg': 7805.715741307815}
{'gen': 85, 'nevals': 170, 'min': 7311.764242424242, 'avg': 7752.112281339713}
{'gen': 86, 'nevals': 168, 'min': 7299.651004784689, 'avg': 7679.493443062201}
{'gen': 87, 'nevals': 161, 'min': 7180.704274322169, 'avg': 7605.996363636364}
{'gen': 88, 'nevals': 166, 'min': 7099.757224880383, 'avg': 7536.059929027113}
{'gen': 89, 'nevals': 168, 'min': 7030.272312599681, 'avg': 7434.88750877193}
{'gen': 90, 'nevals': 160, 'min': 7030.272312599681, 'avg': 7350.898751196172}
{'gen': 91, 'nevals': 160, 'min': 6978.5338755980865, 'avg': 7268.524284529507}
{'gen': 92, 'nevals': 158, 'min': 6917.201435406699, 'avg': 7182.471390430623}
{'gen': 93, 'nevals': 161, 'min': 6840.090749601276, 'avg': 7120.060090749601}
{'gen': 94, 'nevals': 166, 'min': 6840.090749601276, 'avg': 7075.602494577352}
