{'gen': 0, 'nevals': 200, 'min': 24592.588867623603, 'avg': 28680.57402934609}
{'gen': 1, 'nevals': 150, 'min': 24592.588867623603, 'avg': 27949.04808851674}
{'gen': 2, 'nevals': 167, 'min': 24222.17610845295, 'avg': 27416.043630462522}
{'gen': 3, 'nevals': 150, 'min': 24084.26807017544, 'avg': 27056.512475438594}
{'gen': 4, 'nevals': 164, 'min': 22587.217480063795, 'avg': 26711.183125518346}
{'gen': 5, 'nevals': 154, 'min': 22587.217480063795, 'avg': 26406.674257575756}
{'gen': 6, 'nevals': 158, 'min': 22348.34494417863, 'avg': 25983.99626810207}
{'gen': 7, 'nevals': 154, 'min': 22348.34494417863, 'avg': 25885.348595374802}
{'gen': 8, 'nevals': 162, 'min': 22348.34494417863, 'avg': 25778.43969585327}
{'gen': 9, 'nevals': 160, 'min': 21787.72625199362, 'avg': 25335.502892344495}
{'gen': 10, 'nevals': 156, 'min': 21787.72625199362, 'avg': 24982.736000000004}
{'gen': 11, 'nevals': 158, 'min': 21787.72625199362, 'avg': 24847.230498086126}
{'gen': 12, 'nevals': 157, 'min': 21560.482041467305, 'avg': 24465.900951036685}
{'gen': 13, 'nevals': 174, 'min': 21560.482041467305, 'avg': 24365.323539712914}
{'gen': 14, 'nevals': 159, 'min': 21560.482041467305, 'avg': 24291.506680861246}
{'gen': 15, 'nevals': 162, 'min': 20683.288676236043, 'avg': 24130.193086921852}
{'gen': 16, 'nevals': 163, 'min': 20683.288676236043, 'avg': 23826.253450239237}
{'gen': 17, 'nevals': 152, 'min': 20683.288676236043, 'avg': 23804.143072567782}
{'gen': 18, 'nevals': 164, 'min': 20011.10462519936, 'avg': 23491.228492344497}
{'gen': 19, 'nevals': 168, 'min': 20011.10462519936, 'avg': 23428.53669043062}
{'gen': 20, 'nevals': 156, 'min': 20011.10462519936, 'avg': 23080.60895374801}
{'gen': 21, 'nevals': 154, 'min': 19747.051259968102, 'avg': 22831.03878165869}
{'gen': 22, 'nevals': 163, 'min': 19747.051259968102, 'avg': 22613.831789314194}
{'gen': 23, 'nevals': 170, 'min': 19747.051259968102, 'avg': 22474.705645773523}
{'gen': 24, 'nevals': 170, 'min': 19747.051259968102, 'avg': 22393.3975338118}
{'gen': 25, 'nevals': 171, 'min': 19370.39971291866, 'avg': 22213.797072089314}
{'gen': 26, 'nevals': 164, 'min': 19370.39971291866, 'avg': 22036.241032854865}
{'gen': 27, 'nevals': 160, 'min': 19370.39971291866, 'avg': 21863.54191323764}
{'gen': 28, 'nevals': 161, 'min': 19355.544306220097, 'avg': 21625.120344657098}
