{'gen': 0, 'nevals': 200, 'min': 24158.0395215311, 'avg': 28632.293367942584}
{'gen': 1, 'nevals': 162, 'min': 23931.69110047847, 'avg': 27668.38191084529}
{'gen': 2, 'nevals': 160, 'min': 22684.463285486443, 'avg': 26849.716294577356}
{'gen': 3, 'nevals': 162, 'min': 21585.434864433813, 'avg': 26348.127822009566}
{'gen': 4, 'nevals': 160, 'min': 21585.434864433813, 'avg': 26069.026025039875}
{'gen': 5, 'nevals': 162, 'min': 21585.434864433813, 'avg': 25830.527228389154}
{'gen': 6, 'nevals': 164, 'min': 21585.434864433813, 'avg': 25557.75242328549}
{'gen': 7, 'nevals': 154, 'min': 21585.434864433813, 'avg': 25292.374214832533}
{'gen': 8, 'nevals': 152, 'min': 21574.645837320575, 'avg': 24962.438120095692}
{'gen': 9, 'nevals': 170, 'min': 21524.8555661882, 'avg': 24732.8855476874}
{'gen': 10, 'nevals': 163, 'min': 20949.049633173843, 'avg': 24582.999679425837}
{'gen': 11, 'nevals': 165, 'min': 20949.049633173843, 'avg': 24279.900718181823}
{'gen': 12, 'nevals': 166, 'min': 20825.98912280702, 'avg': 24030.749620574163}
{'gen': 13, 'nevals': 162, 'min': 19798.648644338118, 'avg': 23570.35596746411}
{'gen': 14, 'nevals': 164, 'min': 19798.648644338118, 'avg': 23168.489902232857}
{'gen': 15, 'nevals': 168, 'min': 18130.790590111643, 'avg': 22829.12822599681}
{'gen': 16, 'nevals': 162, 'min': 18130.790590111643, 'avg': 22421.9283830941}
{'gen': 17, 'nevals': 156, 'min': 18130.790590111643, 'avg': 22082.15819601276}
{'gen': 18, 'nevals': 172, 'min': 18130.790590111643, 'avg': 21799.456984210527}
{'gen': 19, 'nevals': 156, 'min': 18130.790590111643, 'avg': 21185.80899122807}
{'gen': 20, 'nevals': 166, 'min': 17496.934417862838, 'avg': 20787.645198086124}
{'gen': 21, 'nevals': 152, 'min': 17496.934417862838, 'avg': 20298.396136044656}
{'gen': 22, 'nevals': 168, 'min': 17496.934417862838, 'avg': 20223.244286283894}
{'gen': 23, 'nevals': 172, 'min': 17212.479106858053, 'avg': 20061.309015470495}
{'gen': 24, 'nevals': 158, 'min': 16846.366953748005, 'avg': 19747.919829027112}
{'gen': 25, 'nevals': 156, 'min': 16846.366953748005, 'avg': 19321.224229027113}
{'gen': 26, 'nevals': 158, 'min': 15750.279202551834, 'avg': 19077.01616475279}
{'gen': 27, 'nevals': 154, 'min': 15281.854896331739, 'avg': 18609.43060015949}
{'gen': 28, 'nevals': 154, 'min': 15281.854896331739, 'avg': 18359.170946889953}
{'gen': 29, 'nevals': 164, 'min': 15281.854896331739, 'avg': 18202.1568169059}
{'gen': 30, 'nevals': 158, 'min': 14741.493716108453, 'avg': 17954.15265326954}
{'gen': 31, 'nevals': 160, 'min': 14741.493716108453, 'avg': 17491.550097767144}
{'gen': 32, 'nevals': 160, 'min': 14465.834354066985, 'avg': 16974.21932488038}
{'gen': 33, 'nevals': 159, 'min': 14465.834354066985, 'avg': 16575.69907049442}
{'gen': 34, 'nevals': 168, 'min': 14098.178851674642, 'avg': 16254.93026937799}
{'gen': 35, 'nevals': 160, 'min': 14098.178851674642, 'avg': 16013.627402073364}
{'gen': 36, 'nevals': 166, 'min': 13629.524593301436, 'avg': 15616.79574736842}
{'gen': 37, 'nevals': 160, 'min': 13086.013588516746, 'avg': 15245.639697607656}
{'gen': 38, 'nevals': 164, 'min': 13086.013588516746, 'avg': 14989.7353215311}
{'gen': 39, 'nevals': 168, 'min': 13086.013588516746, 'avg': 14626.788383413079}
{'gen': 40, 'nevals': 168, 'min': 12776.37480063796, 'avg': 14327.484832057415}
{'gen': 41, 'nevals': 158, 'min': 12758.37933014354, 'avg': 14121.644829505582}
{'gen': 42, 'nevals': 160, 'min': 12525.289888357256, 'avg': 13890.055411642743}
{'gen': 43, 'nevals': 163, 'min': 12092.918500797448, 'avg': 13612.342820095695}
{'gen': 44, 'nevals': 162, 'min': 12082.132535885168, 'avg': 13384.199896969698}
{'gen': 45, 'nevals': 161, 'min': 11837.300414673045, 'avg': 13141.53928245614}
