{'gen': 0, 'nevals': 350, 'min': 23113.373397129188, 'avg': 28299.677201913877}
{'gen': 1, 'nevals': 310, 'min': 22948.986985645934, 'avg': 27541.272861517427}
{'gen': 2, 'nevals': 294, 'min': 22571.032280701755, 'avg': 26833.876144725447}
{'gen': 3, 'nevals': 293, 'min': 21429.018851674642, 'avg': 26467.907557803606}
{'gen': 4, 'nevals': 301, 'min': 21429.018851674642, 'avg': 26176.148202688535}
{'gen': 5, 'nevals': 288, 'min': 20589.899011164274, 'avg': 25709.953373433586}
{'gen': 6, 'nevals': 288, 'min': 20589.899011164274, 'avg': 25403.354906812492}
{'gen': 7, 'nevals': 284, 'min': 20589.899011164274, 'avg': 24973.953806698566}
{'gen': 8, 'nevals': 303, 'min': 20534.423763955343, 'avg': 24724.301272636138}
{'gen': 9, 'nevals': 288, 'min': 20534.423763955343, 'avg': 24479.93264916837}
{'gen': 10, 'nevals': 293, 'min': 20463.225422647527, 'avg': 24128.17517092732}
{'gen': 11, 'nevals': 296, 'min': 20241.207240829346, 'avg': 23918.7524641604}
{'gen': 12, 'nevals': 290, 'min': 20241.207240829346, 'avg': 23473.724713966738}
{'gen': 13, 'nevals': 295, 'min': 20241.207240829346, 'avg': 23284.155730052404}
{'gen': 14, 'nevals': 292, 'min': 19926.911323763954, 'avg': 23100.249706174527}
{'gen': 15, 'nevals': 298, 'min': 19730.279170653906, 'avg': 22807.805247026656}
{'gen': 16, 'nevals': 296, 'min': 19678.596427432218, 'avg': 22549.673323763956}
{'gen': 17, 'nevals': 307, 'min': 18131.08220095694, 'avg': 22337.975719936203}
{'gen': 18, 'nevals': 318, 'min': 18131.08220095694, 'avg': 22032.270205604924}
{'gen': 19, 'nevals': 291, 'min': 18131.08220095694, 'avg': 21745.604403372065}
{'gen': 20, 'nevals': 287, 'min': 17306.292759170654, 'avg': 21491.851306812485}
{'gen': 21, 'nevals': 300, 'min': 17306.292759170654, 'avg': 21172.584539530646}
{'gen': 22, 'nevals': 298, 'min': 17306.292759170654, 'avg': 21029.327500843017}
{'gen': 23, 'nevals': 293, 'min': 17306.292759170654, 'avg': 20725.905739804057}
{'gen': 24, 'nevals': 299, 'min': 17306.292759170654, 'avg': 20433.97600656186}
{'gen': 25, 'nevals': 298, 'min': 16727.662105263156, 'avg': 20212.030397994986}
{'gen': 26, 'nevals': 302, 'min': 16727.662105263156, 'avg': 19916.02811437685}
{'gen': 27, 'nevals': 300, 'min': 16727.662105263156, 'avg': 19612.20580514924}
{'gen': 28, 'nevals': 286, 'min': 16361.398468899522, 'avg': 19394.544988562313}
{'gen': 29, 'nevals': 306, 'min': 16361.398468899522, 'avg': 19084.79180387332}
{'gen': 30, 'nevals': 302, 'min': 16149.534960127592, 'avg': 18933.21355506949}
{'gen': 31, 'nevals': 296, 'min': 16073.981881977672, 'avg': 18700.407598359536}
{'gen': 32, 'nevals': 298, 'min': 15944.329346092503, 'avg': 18515.99078605605}
{'gen': 33, 'nevals': 296, 'min': 15728.38341307815, 'avg': 18325.883798131694}
{'gen': 34, 'nevals': 306, 'min': 15488.556044657098, 'avg': 18068.91164520392}
{'gen': 35, 'nevals': 286, 'min': 15321.0150877193, 'avg': 17784.62148890408}
{'gen': 36, 'nevals': 290, 'min': 14890.325422647527, 'avg': 17508.95566097061}
{'gen': 37, 'nevals': 294, 'min': 14890.325422647527, 'avg': 17313.607739348372}
{'gen': 38, 'nevals': 306, 'min': 14890.325422647527, 'avg': 17181.136382957393}
{'gen': 39, 'nevals': 299, 'min': 14673.344338118022, 'avg': 16987.938717429937}
{'gen': 40, 'nevals': 294, 'min': 14673.344338118022, 'avg': 16816.30406926407}
{'gen': 41, 'nevals': 298, 'min': 14124.21033492823, 'avg': 16707.64868589656}
{'gen': 42, 'nevals': 310, 'min': 14124.21033492823, 'avg': 16516.502697653224}
{'gen': 43, 'nevals': 300, 'min': 14124.21033492823, 'avg': 16334.193774253816}
{'gen': 44, 'nevals': 298, 'min': 14124.21033492823, 'avg': 16168.681289223057}
{'gen': 45, 'nevals': 282, 'min': 13858.432312599682, 'avg': 15962.470263659148}
{'gen': 46, 'nevals': 302, 'min': 13454.920159489633, 'avg': 15822.121286397813}
{'gen': 47, 'nevals': 283, 'min': 13454.920159489633, 'avg': 15748.472528320804}
{'gen': 48, 'nevals': 297, 'min': 13454.920159489633, 'avg': 15619.80551351105}
{'gen': 49, 'nevals': 291, 'min': 13348.36889952153, 'avg': 15482.72138546366}
{'gen': 50, 'nevals': 296, 'min': 13348.36889952153, 'avg': 15346.03876436546}
{'gen': 51, 'nevals': 293, 'min': 13153.26, 'avg': 15216.972460514924}
{'gen': 52, 'nevals': 290, 'min': 13153.26, 'avg': 15043.163689952153}
{'gen': 53, 'nevals': 297, 'min': 12946.632248803828, 'avg': 14890.547140123035}
{'gen': 54, 'nevals': 310, 'min': 12946.632248803828, 'avg': 14751.411249122808}
{'gen': 55, 'nevals': 292, 'min': 12561.57811802233, 'avg': 14585.34076427432}
{'gen': 56, 'nevals': 296, 'min': 12561.57811802233, 'avg': 14374.293482889041}
{'gen': 57, 'nevals': 294, 'min': 12561.57811802233, 'avg': 14223.279575028479}
{'gen': 58, 'nevals': 303, 'min': 12551.839074960128, 'avg': 14046.75645112782}
{'gen': 59, 'nevals': 300, 'min': 12243.821754385965, 'avg': 13892.160094235587}
{'gen': 60, 'nevals': 300, 'min': 12243.821754385965, 'avg': 13750.161060833905}
{'gen': 61, 'nevals': 300, 'min': 11932.998213716108, 'avg': 13577.151811255411}
{'gen': 62, 'nevals': 298, 'min': 11926.995917065391, 'avg': 13400.087849715197}
{'gen': 63, 'nevals': 293, 'min': 11909.10889952153, 'avg': 13328.018515835043}
{'gen': 64, 'nevals': 308, 'min': 11843.229984051037, 'avg': 13243.855907587149}
{'gen': 65, 'nevals': 289, 'min': 11542.717224880384, 'avg': 13081.973774527227}
{'gen': 66, 'nevals': 290, 'min': 11360.367974481658, 'avg': 12909.500312599681}
{'gen': 67, 'nevals': 294, 'min': 11360.367974481658, 'avg': 12756.044555206197}
{'gen': 68, 'nevals': 294, 'min': 11360.367974481658, 'avg': 12620.854998860788}
{'gen': 69, 'nevals': 288, 'min': 11132.4009569378, 'avg': 12464.06944224197}
{'gen': 70, 'nevals': 298, 'min': 11051.522488038278, 'avg': 12376.597869765323}
{'gen': 71, 'nevals': 280, 'min': 10850.079170653908, 'avg': 12284.655627158805}
{'gen': 72, 'nevals': 307, 'min': 10438.080733652312, 'avg': 12108.404127136022}
{'gen': 73, 'nevals': 288, 'min': 10438.080733652312, 'avg': 11987.138183002962}
{'gen': 74, 'nevals': 292, 'min': 10438.080733652312, 'avg': 11833.68693706995}
{'gen': 75, 'nevals': 285, 'min': 10332.359074960128, 'avg': 11706.768425609478}
{'gen': 76, 'nevals': 302, 'min': 10257.973875598087, 'avg': 11525.635788653452}
{'gen': 77, 'nevals': 298, 'min': 9846.790590111643, 'avg': 11310.445072226019}
{'gen': 78, 'nevals': 294, 'min': 9846.790590111643, 'avg': 11172.20282406015}
{'gen': 79, 'nevals': 300, 'min': 9846.790590111643, 'avg': 11030.571820824789}
{'gen': 80, 'nevals': 298, 'min': 9846.790590111643, 'avg': 10913.267432216906}
{'gen': 81, 'nevals': 282, 'min': 9748.276236044658, 'avg': 10801.008274686717}
{'gen': 82, 'nevals': 302, 'min': 9616.181594896332, 'avg': 10681.911096924128}
{'gen': 83, 'nevals': 306, 'min': 8922.955023923445, 'avg': 10558.069972476647}
{'gen': 84, 'nevals': 292, 'min': 8922.955023923445, 'avg': 10409.813512508545}
{'gen': 85, 'nevals': 304, 'min': 8922.955023923445, 'avg': 10253.25410544543}
{'gen': 86, 'nevals': 307, 'min': 8749.756236044657, 'avg': 10119.003486990203}
{'gen': 87, 'nevals': 306, 'min': 8749.756236044657, 'avg': 9981.790341581225}
{'gen': 88, 'nevals': 301, 'min': 8749.756236044657, 'avg': 9831.239449259512}
{'gen': 89, 'nevals': 299, 'min': 8617.006028708134, 'avg': 9681.907923718387}
{'gen': 90, 'nevals': 302, 'min': 8617.006028708134, 'avg': 9555.404822328548}
{'gen': 91, 'nevals': 298, 'min': 8501.278022328548, 'avg': 9418.10045796309}
{'gen': 92, 'nevals': 298, 'min': 8412.328867623604, 'avg': 9262.765323217134}
{'gen': 93, 'nevals': 294, 'min': 8267.689250398724, 'avg': 9078.623279015721}
{'gen': 94, 'nevals': 308, 'min': 8047.975948963317, 'avg': 8980.485865481887}
{'gen': 95, 'nevals': 292, 'min': 7965.5804784689, 'avg': 8827.030186283891}
{'gen': 96, 'nevals': 306, 'min': 7965.5804784689, 'avg': 8748.47792772841}
{'gen': 97, 'nevals': 288, 'min': 7947.420861244019, 'avg': 8641.002962770563}
{'gen': 98, 'nevals': 306, 'min': 7875.651674641148, 'avg': 8526.557912326269}
{'gen': 99, 'nevals': 292, 'min': 7867.724720893142, 'avg': 8416.21477028936}
{'gen': 100, 'nevals': 296, 'min': 7533.627942583732, 'avg': 8324.89642406015}
{'gen': 101, 'nevals': 286, 'min': 7533.627942583732, 'avg': 8211.221155251766}
{'gen': 102, 'nevals': 300, 'min': 7469.3765869218505, 'avg': 8118.608270585555}
{'gen': 103, 'nevals': 294, 'min': 7397.801435406698, 'avg': 8039.674422328548}
{'gen': 104, 'nevals': 300, 'min': 7341.955247208932, 'avg': 7957.541172020961}
{'gen': 105, 'nevals': 294, 'min': 7270.317703349282, 'avg': 7858.603280109364}
{'gen': 106, 'nevals': 307, 'min': 7147.500350877193, 'avg': 7750.647615037594}
{'gen': 107, 'nevals': 287, 'min': 7147.500350877193, 'avg': 7655.949589245841}
{'gen': 108, 'nevals': 302, 'min': 7036.119553429027, 'avg': 7582.055689223057}
{'gen': 109, 'nevals': 297, 'min': 7012.869792663477, 'avg': 7491.433501845524}
{'gen': 110, 'nevals': 294, 'min': 6852.394928229665, 'avg': 7416.908005559354}
{'gen': 111, 'nevals': 305, 'min': 6734.118628389155, 'avg': 7329.039688129415}
{'gen': 112, 'nevals': 306, 'min': 6671.3309728867625, 'avg': 7266.463191615401}
{'gen': 113, 'nevals': 290, 'min': 6671.3309728867625, 'avg': 7199.663329323308}
{'gen': 114, 'nevals': 292, 'min': 6671.3309728867625, 'avg': 7128.584855958075}
{'gen': 115, 'nevals': 286, 'min': 6653.77696969697, 'avg': 7062.217257689679}
{'gen': 116, 'nevals': 298, 'min': 6509.417926634769, 'avg': 6995.592266393256}
{'gen': 117, 'nevals': 302, 'min': 6509.417926634769, 'avg': 6927.371660514924}
{'gen': 118, 'nevals': 298, 'min': 6509.417926634769, 'avg': 6878.143090362268}
{'gen': 119, 'nevals': 308, 'min': 6475.27062200957, 'avg': 6826.526887947141}
{'gen': 120, 'nevals': 290, 'min': 6389.503094098884, 'avg': 6772.123714376851}
{'gen': 121, 'nevals': 302, 'min': 6327.318787878788, 'avg': 6712.224918933698}
{'gen': 122, 'nevals': 295, 'min': 6224.139840510366, 'avg': 6653.290512280702}
{'gen': 123, 'nevals': 296, 'min': 6143.537384370016, 'avg': 6584.740281339712}
{'gen': 124, 'nevals': 289, 'min': 6143.537384370016, 'avg': 6516.485539302802}
{'gen': 125, 'nevals': 295, 'min': 6094.267368421052, 'avg': 6449.977754568239}
{'gen': 126, 'nevals': 284, 'min': 6069.941945773525, 'avg': 6391.636847664616}
{'gen': 127, 'nevals': 302, 'min': 6030.9315789473685, 'avg': 6348.12436883117}
{'gen': 128, 'nevals': 293, 'min': 6016.727208931419, 'avg': 6287.866828161312}
{'gen': 129, 'nevals': 299, 'min': 5931.346666666666, 'avg': 6233.625132011848}
{'gen': 130, 'nevals': 310, 'min': 5896.397990430622, 'avg': 6180.468008475735}
{'gen': 131, 'nevals': 300, 'min': 5856.455661881978, 'avg': 6132.341270904533}
{'gen': 132, 'nevals': 290, 'min': 5762.87990430622, 'avg': 6074.632036637046}
{'gen': 133, 'nevals': 308, 'min': 5762.87990430622, 'avg': 6039.451755206196}
{'gen': 134, 'nevals': 295, 'min': 5699.317448165869, 'avg': 5989.970676691729}
{'gen': 135, 'nevals': 286, 'min': 5627.1318341307815, 'avg': 5936.259159626339}
{'gen': 136, 'nevals': 298, 'min': 5627.1318341307815, 'avg': 5896.754208703576}
{'gen': 137, 'nevals': 294, 'min': 5548.364497607656, 'avg': 5844.937854272043}
{'gen': 138, 'nevals': 284, 'min': 5525.909154704944, 'avg': 5792.075900751879}
{'gen': 139, 'nevals': 298, 'min': 5464.511770334928, 'avg': 5747.691882068808}
{'gen': 140, 'nevals': 289, 'min': 5408.184880382775, 'avg': 5714.507495921622}
{'gen': 141, 'nevals': 296, 'min': 5408.184880382775, 'avg': 5664.591989245841}
{'gen': 142, 'nevals': 305, 'min': 5408.184880382775, 'avg': 5623.065290498975}
{'gen': 143, 'nevals': 304, 'min': 5359.269441786284, 'avg': 5577.6872903167005}
{'gen': 144, 'nevals': 297, 'min': 5359.269441786284, 'avg': 5542.406491136932}
{'gen': 145, 'nevals': 284, 'min': 5221.990845295056, 'avg': 5501.463964456597}
{'gen': 146, 'nevals': 306, 'min': 5221.990845295056, 'avg': 5466.294531784005}
{'gen': 147, 'nevals': 296, 'min': 5221.990845295056, 'avg': 5439.980294645706}
{'gen': 148, 'nevals': 306, 'min': 5177.810781499203, 'avg': 5399.369905126453}
{'gen': 149, 'nevals': 298, 'min': 5152.441084529505, 'avg': 5361.071202551834}
{'gen': 150, 'nevals': 284, 'min': 5132.944433811802, 'avg': 5321.126253360675}
{'gen': 151, 'nevals': 302, 'min': 5132.666794258374, 'avg': 5286.313775165186}
{'gen': 152, 'nevals': 303, 'min': 5109.2372567783095, 'avg': 5253.126639690135}
{'gen': 153, 'nevals': 292, 'min': 5042.328995215311, 'avg': 5224.020686990202}
{'gen': 154, 'nevals': 306, 'min': 5028.839362041467, 'avg': 5202.669311187058}
{'gen': 155, 'nevals': 300, 'min': 5028.839362041467, 'avg': 5174.3815433128275}
{'gen': 156, 'nevals': 302, 'min': 4958.784976076555, 'avg': 5144.515524629756}
{'gen': 157, 'nevals': 306, 'min': 4958.784976076555, 'avg': 5118.15486179084}
{'gen': 158, 'nevals': 304, 'min': 4893.615502392345, 'avg': 5086.484716609706}
{'gen': 159, 'nevals': 304, 'min': 4878.0840510366825, 'avg': 5058.905967372978}
