{'gen': 0, 'nevals': 200, 'min': 14254.36529505582, 'avg': 29004.292945454545}
{'gen': 1, 'nevals': 152, 'min': 13986.35014354067, 'avg': 25034.3838569378}
{'gen': 2, 'nevals': 172, 'min': 13658.91716108453, 'avg': 23418.94677862839}
{'gen': 3, 'nevals': 172, 'min': 12148.350207336523, 'avg': 20875.47857400319}
{'gen': 4, 'nevals': 166, 'min': 12148.350207336523, 'avg': 19392.82277894737}
{'gen': 5, 'nevals': 158, 'min': 11727.219776714514, 'avg': 17841.01348787879}
{'gen': 6, 'nevals': 164, 'min': 11727.219776714514, 'avg': 16491.45660526316}
{'gen': 7, 'nevals': 162, 'min': 11647.27773524721, 'avg': 15471.091728708134}
{'gen': 8, 'nevals': 164, 'min': 11094.155183413079, 'avg': 14423.994761881977}
{'gen': 9, 'nevals': 162, 'min': 11094.155183413079, 'avg': 13831.513844657098}
{'gen': 10, 'nevals': 166, 'min': 11094.155183413079, 'avg': 13403.525718500798}
{'gen': 11, 'nevals': 166, 'min': 10746.310111642742, 'avg': 13013.847432057417}
{'gen': 12, 'nevals': 166, 'min': 10746.310111642742, 'avg': 12855.197089633173}
{'gen': 13, 'nevals': 164, 'min': 10746.310111642742, 'avg': 12751.674481020733}
{'gen': 14, 'nevals': 170, 'min': 10626.641913875597, 'avg': 12483.127183253588}
{'gen': 15, 'nevals': 170, 'min': 10460.233429027114, 'avg': 12488.498791387561}
{'gen': 16, 'nevals': 166, 'min': 10315.811642743221, 'avg': 12311.468034130781}
{'gen': 17, 'nevals': 166, 'min': 10315.811642743221, 'avg': 12177.857312440192}
{'gen': 18, 'nevals': 168, 'min': 10315.811642743221, 'avg': 12101.987431419459}
{'gen': 19, 'nevals': 167, 'min': 10315.811642743221, 'avg': 11969.025025039875}
{'gen': 20, 'nevals': 164, 'min': 10082.475279106859, 'avg': 11818.789911961723}
{'gen': 21, 'nevals': 154, 'min': 10082.475279106859, 'avg': 11733.470669218503}
{'gen': 22, 'nevals': 176, 'min': 9898.183572567783, 'avg': 11480.564943700158}
{'gen': 23, 'nevals': 172, 'min': 9898.183572567783, 'avg': 11252.234523285488}
{'gen': 24, 'nevals': 151, 'min': 9898.183572567783, 'avg': 10934.713666666667}
{'gen': 25, 'nevals': 157, 'min': 9898.183572567783, 'avg': 10754.750760925039}
{'gen': 26, 'nevals': 166, 'min': 9721.774864433812, 'avg': 10637.19525614035}
{'gen': 27, 'nevals': 157, 'min': 9612.294226475278, 'avg': 10637.500789314196}
{'gen': 28, 'nevals': 162, 'min': 9550.553397129186, 'avg': 10690.924871929823}
{'gen': 29, 'nevals': 161, 'min': 9550.553397129186, 'avg': 10659.89160845295}
{'gen': 30, 'nevals': 164, 'min': 9344.415311004785, 'avg': 10451.387778468901}
{'gen': 31, 'nevals': 157, 'min': 9344.415311004785, 'avg': 10339.819837001594}
{'gen': 32, 'nevals': 162, 'min': 9344.415311004785, 'avg': 10207.943006539075}
{'gen': 33, 'nevals': 160, 'min': 9344.415311004785, 'avg': 10063.303765231261}
{'gen': 34, 'nevals': 151, 'min': 9344.415311004785, 'avg': 9985.440970813397}
{'gen': 35, 'nevals': 172, 'min': 9339.349920255183, 'avg': 9842.763836523127}
{'gen': 36, 'nevals': 162, 'min': 9220.166602870813, 'avg': 9757.603372089314}
{'gen': 37, 'nevals': 158, 'min': 9206.819776714514, 'avg': 9632.459624242423}
{'gen': 38, 'nevals': 159, 'min': 9184.868931419458, 'avg': 9565.645766188198}
{'gen': 39, 'nevals': 162, 'min': 9145.53355661882, 'avg': 9524.042992982457}
{'gen': 40, 'nevals': 164, 'min': 9087.775087719298, 'avg': 9476.14088708134}
{'gen': 41, 'nevals': 160, 'min': 9087.775087719298, 'avg': 9425.886488835726}
{'gen': 42, 'nevals': 160, 'min': 9087.39023923445, 'avg': 9364.817024880382}
{'gen': 43, 'nevals': 164, 'min': 9050.33279106858, 'avg': 9328.811645454545}
{'gen': 44, 'nevals': 164, 'min': 9041.052121212122, 'avg': 9265.812426794257}
{'gen': 45, 'nevals': 152, 'min': 8991.153205741626, 'avg': 9194.790080223285}
{'gen': 46, 'nevals': 159, 'min': 8917.406124401914, 'avg': 9151.488545614035}
