{'gen': 0, 'nevals': 200, 'min': 33936.64864653826, 'avg': 49391.92676795939}
{'gen': 1, 'nevals': 166, 'min': 33936.64864653826, 'avg': 47468.141834200935}
{'gen': 2, 'nevals': 156, 'min': 33936.64864653826, 'avg': 45883.42408615304}
{'gen': 3, 'nevals': 164, 'min': 33936.64864653826, 'avg': 44190.086450937015}
{'gen': 4, 'nevals': 172, 'min': 33936.64864653826, 'avg': 43326.3510529672}
{'gen': 5, 'nevals': 166, 'min': 32168.001249349298, 'avg': 42237.632164107235}
{'gen': 6, 'nevals': 164, 'min': 32168.001249349298, 'avg': 41443.24192256637}
{'gen': 7, 'nevals': 172, 'min': 32168.001249349298, 'avg': 40966.28507678292}
{'gen': 8, 'nevals': 162, 'min': 32038.662961998958, 'avg': 39733.63370223842}
{'gen': 9, 'nevals': 155, 'min': 32038.662961998958, 'avg': 38642.06291176471}
{'gen': 10, 'nevals': 156, 'min': 30675.06296199896, 'avg': 37910.141215903175}
{'gen': 11, 'nevals': 162, 'min': 30675.06296199896, 'avg': 37593.31525468506}
{'gen': 12, 'nevals': 160, 'min': 29077.485346173868, 'avg': 37131.11049973972}
{'gen': 13, 'nevals': 158, 'min': 29077.485346173868, 'avg': 36569.89583849558}
{'gen': 14, 'nevals': 156, 'min': 29037.35205622072, 'avg': 35864.190399791776}
{'gen': 15, 'nevals': 170, 'min': 28211.853669963562, 'avg': 35293.07930557001}
{'gen': 16, 'nevals': 153, 'min': 28211.853669963562, 'avg': 34292.69535723581}
{'gen': 17, 'nevals': 158, 'min': 27037.304008328996, 'avg': 33478.68387909943}
{'gen': 18, 'nevals': 162, 'min': 27037.304008328996, 'avg': 32707.964360489328}
{'gen': 19, 'nevals': 161, 'min': 27037.304008328996, 'avg': 31696.864806220718}
{'gen': 20, 'nevals': 150, 'min': 25490.581051535657, 'avg': 31178.186462909944}
{'gen': 21, 'nevals': 154, 'min': 25232.124388339405, 'avg': 30331.418046590312}
{'gen': 22, 'nevals': 156, 'min': 24103.79552316502, 'avg': 29268.42699921916}
{'gen': 23, 'nevals': 170, 'min': 24103.79552316502, 'avg': 28605.436745054656}
{'gen': 24, 'nevals': 158, 'min': 23363.586699635605, 'avg': 27853.475295549193}
{'gen': 25, 'nevals': 168, 'min': 23363.586699635605, 'avg': 27226.638584331078}
{'gen': 26, 'nevals': 162, 'min': 22296.14635606455, 'avg': 26670.416634955756}
{'gen': 27, 'nevals': 172, 'min': 22296.14635606455, 'avg': 25964.30234617387}
{'gen': 28, 'nevals': 160, 'min': 20830.739614783968, 'avg': 25539.731962779806}
{'gen': 29, 'nevals': 158, 'min': 20830.739614783968, 'avg': 24757.31326353462}
{'gen': 30, 'nevals': 162, 'min': 20830.739614783968, 'avg': 24119.35196043727}
