{'gen': 0, 'nevals': 200, 'min': 20708.639744816588, 'avg': 22968.408819617227}
{'gen': 1, 'nevals': 164, 'min': 19321.452663476874, 'avg': 22574.431642583735}
{'gen': 2, 'nevals': 153, 'min': 19321.452663476874, 'avg': 22114.604386443385}
{'gen': 3, 'nevals': 162, 'min': 19321.452663476874, 'avg': 21878.212302551834}
{'gen': 4, 'nevals': 168, 'min': 19321.452663476874, 'avg': 21736.013726475278}
{'gen': 5, 'nevals': 148, 'min': 19321.452663476874, 'avg': 21661.790731738434}
{'gen': 6, 'nevals': 156, 'min': 19321.452663476874, 'avg': 21531.842179266343}
{'gen': 7, 'nevals': 166, 'min': 19321.452663476874, 'avg': 21489.649350079744}
{'gen': 8, 'nevals': 164, 'min': 18802.09515151515, 'avg': 21372.942363795853}
{'gen': 9, 'nevals': 164, 'min': 18802.09515151515, 'avg': 21268.392923604464}
{'gen': 10, 'nevals': 160, 'min': 18802.09515151515, 'avg': 21211.65476443381}
{'gen': 11, 'nevals': 166, 'min': 18802.09515151515, 'avg': 21176.310658054226}
{'gen': 12, 'nevals': 157, 'min': 18802.09515151515, 'avg': 20957.547732376395}
{'gen': 13, 'nevals': 160, 'min': 18697.349888357257, 'avg': 20782.95712264753}
{'gen': 14, 'nevals': 160, 'min': 18697.349888357257, 'avg': 20685.9092092504}
{'gen': 15, 'nevals': 154, 'min': 18697.349888357257, 'avg': 20454.35932089314}
{'gen': 16, 'nevals': 166, 'min': 18398.62985645933, 'avg': 20459.36872185008}
{'gen': 17, 'nevals': 165, 'min': 18398.62985645933, 'avg': 20250.346634449765}
{'gen': 18, 'nevals': 160, 'min': 18398.62985645933, 'avg': 20195.6781}
{'gen': 19, 'nevals': 172, 'min': 18398.62985645933, 'avg': 19981.981105263156}
{'gen': 20, 'nevals': 168, 'min': 18157.46740031898, 'avg': 19811.687283413077}
{'gen': 21, 'nevals': 164, 'min': 18066.1633492823, 'avg': 19648.472499043062}
{'gen': 22, 'nevals': 168, 'min': 18055.78912280702, 'avg': 19508.329419138758}
{'gen': 23, 'nevals': 162, 'min': 17835.681116427433, 'avg': 19260.938458213714}
{'gen': 24, 'nevals': 162, 'min': 17364.83885167464, 'avg': 19111.74093827751}
