gen,nevals,time,min,avg
0,250,0.0548,186098.0,195197.084
1,210,0.5938,184929.0,193161.54
2,214,1.1444,184307.0,191604.084
3,216,1.6956,182069.0,189883.096
4,216,2.2647,182069.0,188555.172
5,214,2.8126,176007.0,186785.824
6,215,3.377,176007.0,185382.308
7,218,3.9406,176006.0,184244.456
8,218,4.5316,175200.0,182882.616
9,214,5.0901,175200.0,181471.34
10,210,5.6272,173778.0,180075.128
11,209,6.1844,172000.0,179139.416
12,220,6.7643,172000.0,177902.488
13,211,7.308,169162.0,176477.9
14,215,7.8759,169162.0,175479.38
15,217,8.4364,166611.0,174366.788
16,214,8.9832,166223.0,173364.056
17,209,9.5197,166223.0,171961.36
18,213,10.0581,164292.0,170658.16
19,219,10.612,162388.0,169602.92
20,202,11.1229,158532.0,168376.952
21,213,11.6552,158532.0,167287.888
22,212,12.1835,158190.0,165842.096
23,217,12.7281,157116.0,164372.7
24,210,13.2398,156155.0,163430.632
25,217,13.7705,156155.0,161989.308
26,207,14.2911,151544.0,160882.032
27,208,14.8253,151544.0,159517.756
28,208,15.3475,151424.0,158181.868
29,221,15.907,151294.0,156572.376
30,215,16.4558,150069.0,155410.1
31,211,16.9931,149265.0,154388.736
32,217,17.5371,148649.0,153366.808
33,217,18.1083,146779.0,152382.348
34,214,18.6564,146738.0,151200.14
35,213,19.1924,143229.0,150082.496
36,216,19.7314,143018.0,148704.288
37,212,20.27,141491.0,147428.636
38,212,20.8271,137980.0,146223.512
39,215,21.3787,137980.0,144921.036
40,210,21.9276,138062.0,143449.836
41,212,22.4814,136725.0,142339.068
42,216,23.0406,134641.0,141264.432
43,218,23.5873,133373.0,140089.12
44,215,24.1458,133373.0,139228.856
45,216,24.6866,133416.0,138468.612
46,211,25.2383,132456.0,137498.608
47,210,25.7719,132444.0,136417.652
48,213,26.3104,130651.0,135460.512
49,212,26.845,128763.0,134604.32
50,216,27.3888,127172.0,133636.828
51,214,27.9266,127051.0,132634.876
52,212,28.4496,126374.0,131393.776
53,212,29.0062,126357.0,130431.772
54,215,29.5622,124962.0,129572.032
55,212,30.0855,123243.0,128476.32
56,209,30.6133,122866.0,127660.756
57,217,31.1593,122030.0,126820.936
58,213,31.6848,120367.0,125848.2
59,216,32.2414,120367.0,124801.652
60,212,32.7798,120087.0,123897.292
61,209,33.317,118328.0,123028.724
62,217,33.8632,116515.0,122116.88
63,215,34.4095,116515.0,121203.892
64,219,34.9709,116648.0,120204.512
65,214,35.5058,115733.0,119410.376
66,209,36.0346,113085.0,118550.092
67,219,36.5749,113085.0,117867.232
68,219,37.1301,112278.0,116921.504
69,211,37.6482,111479.0,115888.948
70,219,38.2084,109788.0,114945.584
71,218,38.7745,109182.0,114201.068
72,214,39.3233,108030.0,113292.944
73,211,39.8547,108030.0,112248.972
74,214,40.3935,106706.0,111488.028
75,221,40.9561,106706.0,110633.984
76,207,41.4749,106352.0,109625.268
77,212,42.0089,104835.0,108935.188
78,214,42.5388,104739.0,108096.628
79,217,43.1201,103669.0,107443.416
80,210,43.6522,103295.0,106624.748
81,202,44.1559,102450.0,105858.936
82,217,44.7185,101713.0,105007.32
83,220,45.2708,101315.0,104362.792
84,217,45.8307,100684.0,103738.164
85,213,46.3797,99411.0,102917.228
86,217,46.9462,99050.0,102202.844
87,216,47.5162,98691.0,101468.428
88,208,48.0465,97177.0,100776.62
89,221,48.6147,96466.0,99922.884
90,209,49.16,96102.0,99162.252
91,209,49.6768,95132.0,98607.844
92,215,50.2128,94140.0,97745.316
93,216,50.76,92755.0,97021.884
94,217,51.3155,92755.0,96266.364
95,217,51.8511,91905.0,95409.98
96,212,52.4143,91897.0,94756.388
97,219,52.9692,91322.0,94110.112
98,214,53.4907,90520.0,93396.6
99,217,54.0268,90238.0,92686.396
100,217,54.5779,88465.0,92108.232
101,212,55.4546,88465.0,91477.208
102,219,56.0134,88206.0,90850.6
103,216,56.5725,87422.0,90307.924
104,217,57.1512,86200.0,89632.592
105,216,57.7032,85936.0,88902.432
106,217,58.2701,84537.0,88231.216
107,214,58.8146,84305.0,87473.984
108,212,59.328,83738.0,86795.188
109,208,59.8635,83165.0,86165.04
110,217,60.4051,83068.0,85379.048
111,218,60.9541,81722.0,84780.232
112,215,61.4806,81666.0,84218.488
113,214,62.0261,81196.0,83580.376
114,206,62.5406,80249.0,83044.228
115,218,63.0961,80219.0,82553.608
116,215,63.646,79326.0,81999.284
117,214,64.1886,78891.0,81485.272
118,212,64.734,78732.0,80962.408
119,212,65.2845,77163.0,80459.084
120,211,65.8641,77163.0,79890.856
121,219,66.4234,76586.0,79297.808
122,216,66.9704,76523.0,78736.444
123,212,67.507,76411.0,78315.572
124,213,68.0597,75868.0,77760.096
125,210,68.6118,74703.0,77271.748
126,215,69.1638,73807.0,76762.652
127,216,69.7279,72997.0,76156.872
128,211,70.2605,72997.0,75626.064
129,213,70.8035,73400.0,75032.9
130,216,71.3571,72156.0,74541.168
131,218,71.9061,72012.0,74122.416
132,219,72.4675,71165.0,73553.244
133,211,73.0155,70323.0,73057.228
134,212,73.5506,70299.0,72573.212
135,212,74.081,70299.0,72032.796
136,212,74.6179,69509.0,71640.284
137,216,75.1728,69042.0,71186.52
138,211,75.6985,68707.0,70770.72
139,217,76.24,68362.0,70322.052
140,214,76.7871,67889.0,69882.464
141,213,77.3211,67776.0,69488.76
142,211,77.8856,66971.0,69116.672
143,213,78.4416,66951.0,68670.604
144,214,78.9974,66426.0,68281.396
145,216,79.5479,65898.0,67878.86
146,216,80.1025,65496.0,67496.632
147,215,80.6456,65268.0,67092.54
148,204,81.153,65130.0,66638.584
149,215,81.6922,64493.0,66320.536
150,212,82.2179,64430.0,65860.184
151,211,82.7424,64066.0,65525.812
152,213,83.2969,63689.0,65170.08
153,215,83.8363,63379.0,64785.284
154,212,84.3753,62777.0,64421.372
155,216,84.9484,62353.0,64013.928
156,217,85.4911,62069.0,63686.872
157,216,86.0433,62046.0,63290.212
158,216,86.591,60944.0,62993.948
159,214,87.1337,60944.0,62656.248
160,209,87.6519,60944.0,62327.244
161,215,88.2024,60637.0,62017.164
162,213,88.7464,60335.0,61638.616
163,210,89.2754,59941.0,61313.896
164,207,89.8056,59636.0,61022.784
165,214,90.3643,59177.0,60685.868
166,214,90.9121,59011.0,60357.732
167,206,91.4338,58653.0,60021.268
168,208,91.9635,58402.0,59672.252
169,214,92.4972,57788.0,59290.012
170,220,93.0464,57788.0,58989.004
171,215,93.6005,57286.0,58704.288
172,215,94.1567,57192.0,58386.732
173,212,94.6856,56914.0,58114.632
174,216,95.2593,56699.0,57914.196
175,214,95.8144,56671.0,57636.112
176,218,96.3811,56062.0,57413.796
177,212,96.9089,55915.0,57130.664
178,213,97.4645,55768.0,56860.188
179,216,98.0057,55737.0,56583.248
180,210,98.5502,55326.0,56338.128
181,214,99.0918,54932.0,56090.964
182,217,99.6456,54908.0,55822.372
183,209,100.1657,54578.0,55562.924
184,216,100.7424,54267.0,55387.344
185,205,101.2709,54152.0,55171.508
186,211,101.8294,53920.0,54940.744
187,212,102.3573,53634.0,54650.88
188,210,102.9098,53480.0,54426.888
189,216,103.4789,53226.0,54208.892
190,214,104.0448,52955.0,53963.332
191,211,104.585,52582.0,53758.38
192,200,105.0841,52582.0,53517.128
193,218,105.6482,52390.0,53252.352
194,210,106.1785,52186.0,53021.36
195,212,106.7257,51957.0,52827.56
196,214,107.277,51957.0,52667.76
197,213,107.8237,51721.0,52508.456
198,208,108.3493,51312.0,52314.588
199,211,108.8917,51312.0,52159.324
200,217,109.4444,51202.0,51973.396
201,217,110.1292,51126.0,51820.064
202,213,110.6862,50939.0,51645.964
203,220,111.2385,50867.0,51474.552
204,208,111.7595,50593.0,51340.916
205,214,112.3055,50593.0,51165.368
206,216,112.8912,50205.0,51016.636
207,218,113.4551,50200.0,50854.104
208,214,114.0238,50010.0,50666.408
209,208,114.5478,49791.0,50514.256
210,216,115.1055,49567.0,50355.536
211,216,115.6435,49459.0,50167.704
212,217,116.2184,49274.0,50011.324
213,216,116.7962,49222.0,49865.336
214,212,117.3192,49187.0,49702.004
215,215,117.8507,49077.0,49586.788
216,221,118.3986,48816.0,49435.856
217,213,118.9414,48769.0,49291.06
218,213,119.4983,48604.0,49160.316
219,212,120.035,48604.0,49034.896
220,215,120.5846,48446.0,48909.16
221,206,121.126,48282.0,48775.916
222,212,121.6745,48111.0,48631.804
223,214,122.2315,48071.0,48518.992
224,216,122.799,47954.0,48407.496
225,219,123.3671,47715.0,48289.772
226,212,123.9309,47569.0,48181.8
227,211,124.4814,47547.0,48034.836
228,213,125.0472,47544.0,47920.744
229,214,125.5862,47351.0,47799.22
230,216,126.1777,47342.0,47695.504
231,214,126.7269,47099.0,47594.168
232,216,127.2791,47051.0,47472.72
233,214,127.833,46918.0,47349.276
234,208,128.3358,46863.0,47245.716
235,208,128.8649,46676.0,47142.456
236,213,129.4354,46641.0,47047.204
237,211,129.9881,46462.0,46934.9
238,213,130.547,46363.0,46804.52
239,208,131.1038,46254.0,46690.012
240,221,131.6776,46239.0,46588.7
241,216,132.2432,46070.0,46490.584
242,218,132.7962,45998.0,46380.756
243,218,133.3498,45901.0,46281.284
244,208,133.877,45817.0,46191.1
245,213,134.4404,45764.0,46102.94
246,213,134.9829,45619.0,46010.0
247,218,135.5303,45528.0,45910.076
248,217,136.0691,45475.0,45805.924
249,216,136.6517,45381.0,45720.824
250,212,137.1718,45381.0,45629.592
251,213,137.7091,45201.0,45562.132
252,214,138.2562,45201.0,45494.18
253,212,138.8025,45095.0,45431.688
254,209,139.349,44954.0,45350.632
255,214,139.9048,44954.0,45269.46
256,220,140.4906,44954.0,45190.284
257,213,141.033,44897.0,45124.504
258,216,141.5972,44828.0,45065.16
259,206,142.1247,44736.0,45000.22
260,210,142.6521,44595.0,44942.08
261,213,143.2079,44595.0,44877.208
262,214,143.7282,44538.0,44806.992
263,204,144.2527,44467.0,44742.084
264,211,144.7787,44411.0,44676.44
265,213,145.3075,44384.0,44625.968
266,210,145.8262,44316.0,44565.392
267,209,146.3642,44316.0,44510.72
268,212,146.9153,44177.0,44464.548
269,216,147.4698,44151.0,44407.904
270,212,147.9946,44149.0,44343.088
271,219,148.5376,44053.0,44285.608
272,202,149.0301,43988.0,44221.156
273,216,149.5872,43951.0,44168.788
274,222,150.135,43860.0,44108.76
275,209,150.6485,43748.0,44047.256
276,211,151.1733,43748.0,43995.644
277,207,151.7093,43717.0,43942.228
278,215,152.2433,43659.0,43882.044
279,214,152.7873,43621.0,43818.508
280,213,153.3157,43515.0,43761.08
281,211,153.8364,43491.0,43720.308
282,207,154.3623,43466.0,43668.452
283,217,154.9118,43453.0,43626.908
284,211,155.4393,43309.0,43568.232
285,211,155.9596,43309.0,43520.06
286,221,156.5208,43286.0,43476.704
287,214,157.0738,43253.0,43431.18
288,202,157.5947,43194.0,43384.724
289,216,158.1231,43116.0,43338.604
290,218,158.6836,43095.0,43286.7
291,205,159.2097,42996.0,43238.244
292,210,159.7366,42996.0,43191.144
293,216,160.2881,42978.0,43142.44
294,217,160.8287,42963.0,43102.152
295,212,161.3586,42901.0,43061.8
296,214,161.9331,42879.0,43020.444
297,212,162.4638,42858.0,42980.868
298,210,163.0022,42822.0,42946.904
299,211,163.5291,42781.0,42914.052
300,220,164.087,42734.0,42880.116
301,217,164.8317,42734.0,42844.988
302,213,165.3809,42682.0,42809.228
303,213,165.9196,42671.0,42770.66
304,218,166.4747,42629.0,42740.84
305,208,167.0084,42597.0,42711.656
306,209,167.5391,42543.0,42682.052
307,212,168.1066,42520.0,42648.4
308,213,168.6604,42489.0,42615.024
309,209,169.2027,42430.0,42578.56
310,217,169.7501,42401.0,42549.708
311,215,170.3216,42360.0,42511.536
312,215,170.8584,42329.0,42480.472
313,216,171.4206,42302.0,42445.688
314,217,171.9928,42270.0,42414.216
315,214,172.5366,42241.0,42373.608
316,211,173.0679,42190.0,42342.34
317,204,173.5879,42170.0,42307.848
318,215,174.1192,42153.0,42281.036
319,216,174.6757,42136.0,42250.252
320,209,175.1956,42114.0,42220.196
321,209,175.7219,42080.0,42195.984
322,208,176.234,42071.0,42165.112
323,216,176.8046,42007.0,42134.48
324,216,177.3755,41976.0,42113.036
325,210,177.9222,41976.0,42085.764
326,202,178.4467,41930.0,42058.528
327,215,178.9796,41928.0,42030.252
328,215,179.5031,41907.0,42005.3
329,214,180.0544,41860.0,41979.38
330,213,180.6204,41826.0,41950.52
331,210,181.1448,41787.0,41922.476
332,215,181.6968,41741.0,41892.748
333,216,182.2353,41740.0,41862.468
334,206,182.753,41682.0,41833.916
335,216,183.2981,41657.0,41804.408
336,217,183.8563,41641.0,41768.536
337,212,184.3814,41586.0,41730.096
338,211,184.8923,41509.0,41700.932
339,210,185.4265,41509.0,41665.812
340,200,185.9441,41500.0,41635.724
341,211,186.4722,41447.0,41603.436
342,214,187.027,41435.0,41564.616
343,217,187.582,41435.0,41529.236
344,211,188.0982,41382.0,41498.412
345,213,188.6421,41329.0,41474.928
346,215,189.1927,41328.0,41448.424
347,216,189.7372,41302.0,41419.588
348,213,190.2671,41295.0,41393.112
349,217,190.7968,41213.0,41369.776
350,218,191.3635,41213.0,41349.236
351,216,191.9179,41228.0,41325.268
352,219,192.4766,41206.0,41301.472
353,215,193.0245,41184.0,41279.156
354,218,193.5772,41170.0,41257.284
355,215,194.1094,41151.0,41229.876
356,219,194.6523,41134.0,41204.364
357,217,195.2035,41114.0,41184.552
358,213,195.7571,41080.0,41166.0
359,220,196.3195,41055.0,41144.356
360,218,196.8905,41051.0,41125.396
361,211,197.4735,41020.0,41103.6
362,215,198.0346,40944.0,41082.484
363,218,198.5786,40944.0,41057.084
364,216,199.1189,40917.0,41031.716
365,211,199.67,40895.0,41009.592
366,216,200.2211,40861.0,40984.708
367,216,200.7629,40813.0,40960.192
368,216,201.3158,40813.0,40928.384
369,212,201.8513,40813.0,40901.544
370,213,202.3859,40728.0,40877.656
371,217,202.9413,40757.0,40854.96
372,218,203.5175,40736.0,40834.056
373,214,204.0695,40713.0,40811.748
374,215,204.6144,40713.0,40788.636
375,217,205.149,40674.0,40768.076
376,210,205.6602,40643.0,40747.584
377,214,206.2097,40634.0,40726.936
378,215,206.7598,40582.0,40703.0
379,208,207.2749,40561.0,40679.8
