gen,nevals,time,min,avg
0,250,0.3666,33005.0,34295.124
1,216,4.6281,32689.0,34058.168
2,218,8.4974,32689.0,33839.56
3,215,12.5514,32603.0,33642.428
4,216,16.7429,32603.0,33490.888
5,219,20.9443,32554.0,33360.636
6,208,25.1454,32461.0,33228.24
7,213,29.419,31825.0,33080.24
8,215,33.8863,31782.0,32941.408
9,217,38.321,31728.0,32848.88
10,206,42.6696,31406.0,32760.064
11,215,47.007,31406.0,32630.032
12,215,51.3412,31406.0,32548.524
13,214,55.7667,31406.0,32433.332
14,219,60.1431,31406.0,32367.948
15,206,64.4155,30886.0,32240.324
16,218,69.1224,30886.0,32172.712
17,214,73.5543,30886.0,32115.512
18,219,78.0509,30886.0,32052.096
19,219,82.6069,30861.0,31970.48
20,216,87.1131,30861.0,31850.632
21,214,91.5152,30858.0,31750.184
22,211,95.8892,30824.0,31635.096
23,211,100.209,30824.0,31565.148
24,210,104.3958,30638.0,31476.432
25,216,108.8613,30575.0,31432.704
26,221,113.3828,30575.0,31370.032
27,208,117.6135,30517.0,31284.536
28,221,122.5811,30272.0,31239.092
29,209,127.4827,30272.0,31113.716
30,216,132.2049,30171.0,31035.304
31,216,137.1672,30133.0,30976.196
32,217,142.0635,30001.0,30889.58
33,213,146.7046,30001.0,30768.16
34,218,151.4051,29985.0,30667.68
35,216,156.8911,29764.0,30575.444
36,205,161.8267,29686.0,30433.7
37,213,166.8175,29686.0,30336.54
38,210,171.5427,29480.0,30245.076
39,217,176.4552,29461.0,30161.404
40,215,181.2358,29373.0,30071.568
41,209,185.8836,29373.0,29967.208
42,215,190.7041,29024.0,29905.428
43,212,195.6416,29024.0,29828.448
44,210,200.4076,29024.0,29734.248
45,212,205.7102,28826.0,29609.764
46,210,210.4025,28826.0,29507.464
47,215,215.0486,28603.0,29415.332
48,215,219.8244,28603.0,29277.216
49,215,224.7051,28450.0,29187.9
50,215,229.7701,28450.0,29104.824
51,209,234.8135,28450.0,29022.868
52,213,239.5243,28450.0,28945.768
53,217,244.1803,28156.0,28869.12
54,209,248.5114,28156.0,28778.212
55,217,252.8824,27899.0,28695.252
56,211,257.9609,27899.0,28605.088
57,215,263.0061,27899.0,28512.608
58,216,267.6751,27862.0,28437.684
59,210,272.332,27709.0,28349.536
60,212,277.0635,27709.0,28268.124
61,212,281.7815,27709.0,28173.292
62,215,287.8039,27510.0,28089.032
63,213,292.559,27480.0,28029.316
64,211,297.4802,27350.0,27942.928
65,213,302.1177,27350.0,27849.248
66,215,307.3909,27270.0,27775.756
67,212,312.1854,27210.0,27686.56
68,202,317.1751,27025.0,27599.528
69,204,321.6392,26925.0,27517.084
70,207,325.9189,26781.0,27433.104
71,209,330.2422,26715.0,27340.064
72,212,334.6236,26715.0,27264.42
73,218,339.1283,26499.0,27161.164
74,206,343.4158,26499.0,27033.108
75,218,347.8159,26427.0,26926.656
76,215,352.141,26230.0,26839.724
77,214,356.4668,26230.0,26749.616
78,215,360.7756,26098.0,26666.904
79,210,365.2249,26052.0,26572.236
80,209,369.5424,26028.0,26498.108
81,214,373.8627,25908.0,26406.604
82,212,378.0473,25908.0,26342.552
83,207,382.3477,25908.0,26274.392
84,217,386.8241,25668.0,26202.012
85,207,391.1659,25668.0,26127.244
86,212,395.7521,25632.0,26044.524
87,211,400.0028,25565.0,25972.692
88,212,404.7558,25532.0,25894.772
89,217,409.7524,25396.0,25849.688
90,209,414.0999,25396.0,25777.44
91,216,418.8182,25332.0,25714.328
92,216,423.378,25207.0,25660.824
93,210,427.9869,25129.0,25603.064
94,209,432.7327,25090.0,25548.44
95,208,437.1939,24867.0,25493.856
96,218,441.6803,24867.0,25426.292
97,210,446.4371,24834.0,25343.656
98,215,450.9167,24808.0,25269.892
99,213,455.1959,24645.0,25173.336
100,210,459.5183,24555.0,25082.456
101,211,464.2916,24524.0,25011.772
102,216,468.8263,24304.0,24946.836
103,212,473.4586,24304.0,24871.232
104,214,477.7554,24304.0,24797.06
105,212,482.2583,24304.0,24718.752
106,215,486.5845,24237.0,24648.82
107,212,491.0874,24085.0,24556.624
108,206,495.3119,24085.0,24471.936
109,213,499.5685,24084.0,24395.644
