{'gen': 0, 'nevals': 200, 'min': 17999.624267578125, 'avg': 27673.14623199463}
{'gen': 1, 'nevals': 164, 'min': 17999.624267578125, 'avg': 25795.996729431154}
{'gen': 2, 'nevals': 160, 'min': 17999.624267578125, 'avg': 24640.399195861817}
{'gen': 3, 'nevals': 167, 'min': 16988.795288085938, 'avg': 23764.802462768555}
{'gen': 4, 'nevals': 150, 'min': 16988.795288085938, 'avg': 22853.86553741455}
{'gen': 5, 'nevals': 159, 'min': 15765.019409179688, 'avg': 22197.80789428711}
{'gen': 6, 'nevals': 160, 'min': 15765.019409179688, 'avg': 21930.648500976564}
{'gen': 7, 'nevals': 161, 'min': 15765.019409179688, 'avg': 21248.805212402345}
{'gen': 8, 'nevals': 168, 'min': 15765.019409179688, 'avg': 21274.44903076172}
{'gen': 9, 'nevals': 160, 'min': 15633.1318359375, 'avg': 20656.66322570801}
{'gen': 10, 'nevals': 158, 'min': 14709.320983886719, 'avg': 20409.353963012694}
{'gen': 11, 'nevals': 160, 'min': 14709.320983886719, 'avg': 19756.94518066406}
{'gen': 12, 'nevals': 160, 'min': 14709.320983886719, 'avg': 19264.438061828612}
{'gen': 13, 'nevals': 158, 'min': 13823.321960449219, 'avg': 19091.78475128174}
{'gen': 14, 'nevals': 174, 'min': 12995.328735351562, 'avg': 18382.01472930908}
{'gen': 15, 'nevals': 156, 'min': 12995.328735351562, 'avg': 18169.42676879883}
{'gen': 16, 'nevals': 162, 'min': 12995.328735351562, 'avg': 17582.937926330567}
{'gen': 17, 'nevals': 164, 'min': 12501.529724121094, 'avg': 17119.91102874756}
{'gen': 18, 'nevals': 160, 'min': 12501.529724121094, 'avg': 16611.856667175292}
{'gen': 19, 'nevals': 156, 'min': 11991.597106933594, 'avg': 15983.941981201171}
{'gen': 20, 'nevals': 168, 'min': 11991.597106933594, 'avg': 15894.209775695801}
{'gen': 21, 'nevals': 156, 'min': 11991.597106933594, 'avg': 15318.88613708496}
{'gen': 22, 'nevals': 156, 'min': 11991.597106933594, 'avg': 15087.821725158692}
{'gen': 23, 'nevals': 158, 'min': 11180.510375976562, 'avg': 14870.925181274413}
{'gen': 24, 'nevals': 168, 'min': 11180.510375976562, 'avg': 14605.637947998046}
{'gen': 25, 'nevals': 166, 'min': 11106.494934082031, 'avg': 14193.442256469727}
{'gen': 26, 'nevals': 151, 'min': 10761.676025390625, 'avg': 14110.188346252442}
{'gen': 27, 'nevals': 158, 'min': 9844.246398925781, 'avg': 13554.41661529541}
{'gen': 28, 'nevals': 162, 'min': 9844.246398925781, 'avg': 13216.399065856933}
{'gen': 29, 'nevals': 160, 'min': 9654.758972167969, 'avg': 12769.050843200683}
{'gen': 30, 'nevals': 172, 'min': 9654.758972167969, 'avg': 12731.39866607666}
{'gen': 31, 'nevals': 156, 'min': 9654.758972167969, 'avg': 12231.350901489257}
{'gen': 32, 'nevals': 156, 'min': 9328.008728027344, 'avg': 11730.532732543945}
{'gen': 33, 'nevals': 156, 'min': 8594.476318359375, 'avg': 11323.537846984864}
{'gen': 34, 'nevals': 156, 'min': 8594.476318359375, 'avg': 10954.64642578125}
{'gen': 35, 'nevals': 162, 'min': 8594.476318359375, 'avg': 10650.611906433105}
{'gen': 36, 'nevals': 158, 'min': 8417.649536132812, 'avg': 10285.723777770996}
{'gen': 37, 'nevals': 164, 'min': 7733.237731933594, 'avg': 10095.28354156494}
{'gen': 38, 'nevals': 164, 'min': 7733.237731933594, 'avg': 9848.542361755372}
{'gen': 39, 'nevals': 166, 'min': 7546.405517578125, 'avg': 9584.169820861816}
{'gen': 40, 'nevals': 166, 'min': 7546.405517578125, 'avg': 9354.635849304199}
{'gen': 41, 'nevals': 160, 'min': 7270.46484375, 'avg': 9246.082953186035}
{'gen': 42, 'nevals': 162, 'min': 7082.654846191406, 'avg': 9053.69691192627}
{'gen': 43, 'nevals': 166, 'min': 7071.849060058594, 'avg': 8821.401229248047}
{'gen': 44, 'nevals': 166, 'min': 7071.849060058594, 'avg': 8720.74245300293}
{'gen': 45, 'nevals': 162, 'min': 6398.638732910156, 'avg': 8535.01894683838}
{'gen': 46, 'nevals': 164, 'min': 6398.638732910156, 'avg': 8386.024220581055}
{'gen': 47, 'nevals': 166, 'min': 6398.638732910156, 'avg': 8173.277562561035}
{'gen': 48, 'nevals': 164, 'min': 6398.638732910156, 'avg': 8064.397487182618}
{'gen': 49, 'nevals': 167, 'min': 6398.638732910156, 'avg': 7884.082391052246}
{'gen': 50, 'nevals': 162, 'min': 6398.638732910156, 'avg': 7819.535894165039}
{'gen': 51, 'nevals': 166, 'min': 6255.208740234375, 'avg': 7588.217807006836}
{'gen': 52, 'nevals': 150, 'min': 6070.7171630859375, 'avg': 7309.223966674805}
{'gen': 53, 'nevals': 154, 'min': 5970.334716796875, 'avg': 7086.624912414551}
{'gen': 54, 'nevals': 160, 'min': 5907.906555175781, 'avg': 6862.124924926758}
{'gen': 55, 'nevals': 156, 'min': 5623.266906738281, 'avg': 6596.968804321289}
{'gen': 56, 'nevals': 160, 'min': 5343.244445800781, 'avg': 6412.204801940918}
{'gen': 57, 'nevals': 162, 'min': 5343.244445800781, 'avg': 6270.466025390625}
{'gen': 58, 'nevals': 162, 'min': 5343.244445800781, 'avg': 6065.9251318359375}
{'gen': 59, 'nevals': 166, 'min': 5089.22607421875, 'avg': 5873.074165649414}
{'gen': 60, 'nevals': 166, 'min': 5089.22607421875, 'avg': 5700.156459960937}
{'gen': 61, 'nevals': 169, 'min': 5089.22607421875, 'avg': 5521.258423461914}
{'gen': 62, 'nevals': 160, 'min': 5000.021484375, 'avg': 5396.550916442871}
{'gen': 63, 'nevals': 162, 'min': 4831.5904541015625, 'avg': 5287.342302246094}
{'gen': 64, 'nevals': 154, 'min': 4783.5655517578125, 'avg': 5225.012228393554}
{'gen': 65, 'nevals': 160, 'min': 4692.058044433594, 'avg': 5143.487789611816}
{'gen': 66, 'nevals': 168, 'min': 4692.058044433594, 'avg': 5074.883172912598}
{'gen': 67, 'nevals': 170, 'min': 4605.472412109375, 'avg': 5002.524384155274}
{'gen': 68, 'nevals': 158, 'min': 4528.365234375, 'avg': 4927.747620849609}
{'gen': 69, 'nevals': 159, 'min': 4516.681823730469, 'avg': 4845.4785589599605}
{'gen': 70, 'nevals': 165, 'min': 4418.8480224609375, 'avg': 4786.586454162598}
{'gen': 71, 'nevals': 174, 'min': 4373.965576171875, 'avg': 4733.816823120117}
{'gen': 72, 'nevals': 170, 'min': 4373.965576171875, 'avg': 4666.100575561523}
{'gen': 73, 'nevals': 150, 'min': 4275.909118652344, 'avg': 4611.045417480469}
{'gen': 74, 'nevals': 168, 'min': 4249.553466796875, 'avg': 4533.849744873047}
{'gen': 75, 'nevals': 164, 'min': 4096.09716796875, 'avg': 4483.564737854004}
{'gen': 76, 'nevals': 164, 'min': 4096.09716796875, 'avg': 4435.948316345215}
{'gen': 77, 'nevals': 158, 'min': 4086.0487060546875, 'avg': 4390.0945138549805}
{'gen': 78, 'nevals': 170, 'min': 4075.1189575195312, 'avg': 4333.052333679199}
{'gen': 79, 'nevals': 154, 'min': 3977.1917724609375, 'avg': 4272.658829956054}
{'gen': 80, 'nevals': 166, 'min': 3977.1917724609375, 'avg': 4228.628625183105}
{'gen': 81, 'nevals': 168, 'min': 3960.3685913085938, 'avg': 4196.0996759033205}
{'gen': 82, 'nevals': 168, 'min': 3912.7855224609375, 'avg': 4157.7309567260745}
{'gen': 83, 'nevals': 168, 'min': 3912.7855224609375, 'avg': 4112.8753033447265}
{'gen': 84, 'nevals': 168, 'min': 3901.1251831054688, 'avg': 4082.964524230957}
{'gen': 85, 'nevals': 164, 'min': 3810.8353271484375, 'avg': 4040.24078704834}
{'gen': 86, 'nevals': 162, 'min': 3781.3584594726562, 'avg': 4008.481657104492}
{'gen': 87, 'nevals': 164, 'min': 3781.3584594726562, 'avg': 3959.5349084472655}
{'gen': 88, 'nevals': 167, 'min': 3704.8507690429688, 'avg': 3931.0752117919924}
{'gen': 89, 'nevals': 170, 'min': 3704.8507690429688, 'avg': 3900.1884448242185}
{'gen': 90, 'nevals': 168, 'min': 3704.8507690429688, 'avg': 3878.378352355957}
{'gen': 91, 'nevals': 156, 'min': 3682.1471557617188, 'avg': 3843.9219735717775}
{'gen': 92, 'nevals': 166, 'min': 3630.629150390625, 'avg': 3817.081766052246}
{'gen': 93, 'nevals': 151, 'min': 3630.629150390625, 'avg': 3795.446750793457}
{'gen': 94, 'nevals': 156, 'min': 3630.629150390625, 'avg': 3765.8075646972657}
{'gen': 95, 'nevals': 164, 'min': 3619.8017578125, 'avg': 3751.0254345703124}
{'gen': 96, 'nevals': 160, 'min': 3591.7576904296875, 'avg': 3733.123547973633}
{'gen': 97, 'nevals': 168, 'min': 3574.3628540039062, 'avg': 3719.479546508789}
{'gen': 98, 'nevals': 150, 'min': 3534.0223388671875, 'avg': 3690.271515197754}
