{'gen': 0, 'nevals': 200, 'min': 22792.107081339713, 'avg': 29132.945475279106}
{'gen': 1, 'nevals': 162, 'min': 21338.26956937799, 'avg': 27837.892585326954}
{'gen': 2, 'nevals': 160, 'min': 21270.478054226474, 'avg': 26414.29836060606}
{'gen': 3, 'nevals': 162, 'min': 21270.478054226474, 'avg': 25748.031105901115}
{'gen': 4, 'nevals': 160, 'min': 20739.853716108453, 'avg': 25182.259824401914}
{'gen': 5, 'nevals': 172, 'min': 19595.25866028708, 'avg': 24965.82952902711}
{'gen': 6, 'nevals': 178, 'min': 19174.161403508773, 'avg': 24499.181780223287}
{'gen': 7, 'nevals': 164, 'min': 18930.671578947367, 'avg': 24331.61572137161}
{'gen': 8, 'nevals': 164, 'min': 16834.36899521531, 'avg': 23927.29640558214}
{'gen': 9, 'nevals': 164, 'min': 16602.559106858054, 'avg': 23500.76074704944}
{'gen': 10, 'nevals': 162, 'min': 16602.559106858054, 'avg': 22809.99539393939}
{'gen': 11, 'nevals': 164, 'min': 15509.315661881978, 'avg': 22056.431196331734}
{'gen': 12, 'nevals': 161, 'min': 15509.315661881978, 'avg': 21776.150902551835}
{'gen': 13, 'nevals': 158, 'min': 15509.315661881978, 'avg': 21562.084120255186}
{'gen': 14, 'nevals': 156, 'min': 15509.315661881978, 'avg': 20599.02777958533}
{'gen': 15, 'nevals': 159, 'min': 15509.315661881978, 'avg': 20270.384832535885}
{'gen': 16, 'nevals': 160, 'min': 15043.30596491228, 'avg': 19678.76381722488}
{'gen': 17, 'nevals': 166, 'min': 15016.822711323764, 'avg': 19134.266869856463}
{'gen': 18, 'nevals': 168, 'min': 14621.488580542265, 'avg': 18299.462267145136}
{'gen': 19, 'nevals': 170, 'min': 14447.896523125997, 'avg': 17653.55916060606}
{'gen': 20, 'nevals': 166, 'min': 13960.242328548644, 'avg': 17062.184453110047}
{'gen': 21, 'nevals': 166, 'min': 13760.678213716108, 'avg': 16408.743356937797}
{'gen': 22, 'nevals': 160, 'min': 13675.895406698564, 'avg': 15969.053079585326}
{'gen': 23, 'nevals': 162, 'min': 13236.826507177033, 'avg': 15573.630801754387}
{'gen': 24, 'nevals': 166, 'min': 12887.862073365231, 'avg': 15314.683587400319}
{'gen': 25, 'nevals': 162, 'min': 12883.039330143542, 'avg': 14830.698289792663}
{'gen': 26, 'nevals': 164, 'min': 12554.478181818182, 'avg': 14379.177255980861}
{'gen': 27, 'nevals': 153, 'min': 12022.564976076555, 'avg': 14042.390291706537}
{'gen': 28, 'nevals': 164, 'min': 11733.089473684211, 'avg': 13722.599856778308}
{'gen': 29, 'nevals': 158, 'min': 11667.932918660286, 'avg': 13351.848445614036}
