{'gen': 0, 'nevals': 250, 'min': 23796.770015948965, 'avg': 27807.067900350878}
{'gen': 1, 'nevals': 206, 'min': 23796.770015948965, 'avg': 27767.414232216906}
{'gen': 2, 'nevals': 218, 'min': 22486.914928229664, 'avg': 27635.236809441787}
{'gen': 3, 'nevals': 211, 'min': 22486.914928229664, 'avg': 27574.557498309412}
{'gen': 4, 'nevals': 214, 'min': 22050.69231259968, 'avg': 27395.638548516752}
{'gen': 5, 'nevals': 199, 'min': 22050.69231259968, 'avg': 27480.65369633174}
{'gen': 6, 'nevals': 214, 'min': 22050.69231259968, 'avg': 27446.947124720893}
{'gen': 7, 'nevals': 212, 'min': 22050.69231259968, 'avg': 27531.204133333333}
{'gen': 8, 'nevals': 206, 'min': 22050.69231259968, 'avg': 27006.469826347686}
{'gen': 9, 'nevals': 212, 'min': 21533.803668261564, 'avg': 26939.298482041468}
{'gen': 10, 'nevals': 202, 'min': 21533.803668261564, 'avg': 27186.897096012755}
{'gen': 11, 'nevals': 208, 'min': 21533.803668261564, 'avg': 27040.02662736842}
{'gen': 12, 'nevals': 206, 'min': 21372.01097288676, 'avg': 26997.728173524723}
{'gen': 13, 'nevals': 205, 'min': 21372.01097288676, 'avg': 26677.77492070176}
{'gen': 14, 'nevals': 212, 'min': 21372.01097288676, 'avg': 26651.741955598085}
{'gen': 15, 'nevals': 204, 'min': 21372.01097288676, 'avg': 26681.373346092507}
{'gen': 16, 'nevals': 214, 'min': 21372.01097288676, 'avg': 26677.487752854864}
{'gen': 17, 'nevals': 205, 'min': 21021.390111642744, 'avg': 26470.65024127592}
{'gen': 18, 'nevals': 206, 'min': 21021.390111642744, 'avg': 26330.37974787879}
{'gen': 19, 'nevals': 200, 'min': 20944.677416267943, 'avg': 26277.744322679424}
{'gen': 20, 'nevals': 201, 'min': 19917.469920255182, 'avg': 26089.918365933016}
{'gen': 21, 'nevals': 202, 'min': 19917.469920255182, 'avg': 26044.87930283892}
{'gen': 22, 'nevals': 202, 'min': 19917.469920255182, 'avg': 25943.17435547049}
{'gen': 23, 'nevals': 204, 'min': 19917.469920255182, 'avg': 25815.431532121213}
{'gen': 24, 'nevals': 209, 'min': 19917.469920255182, 'avg': 25863.234873365232}
{'gen': 25, 'nevals': 206, 'min': 19917.469920255182, 'avg': 25836.258349346095}
{'gen': 26, 'nevals': 210, 'min': 19917.469920255182, 'avg': 25759.004208867624}
{'gen': 27, 'nevals': 208, 'min': 19917.469920255182, 'avg': 25672.228839808613}
{'gen': 28, 'nevals': 206, 'min': 19917.469920255182, 'avg': 25425.474689250397}
{'gen': 29, 'nevals': 208, 'min': 19917.469920255182, 'avg': 25424.38142341308}
{'gen': 30, 'nevals': 213, 'min': 19917.469920255182, 'avg': 25215.610003444977}
{'gen': 31, 'nevals': 199, 'min': 19917.469920255182, 'avg': 25163.341920510367}
{'gen': 32, 'nevals': 212, 'min': 19917.469920255182, 'avg': 25313.12459878788}
{'gen': 33, 'nevals': 200, 'min': 19917.469920255182, 'avg': 25323.46267789474}
{'gen': 34, 'nevals': 210, 'min': 19917.469920255182, 'avg': 25183.755159681023}
{'gen': 35, 'nevals': 210, 'min': 19917.469920255182, 'avg': 25151.244869154707}
{'gen': 36, 'nevals': 208, 'min': 19917.469920255182, 'avg': 25170.60026385965}
{'gen': 37, 'nevals': 214, 'min': 19917.469920255182, 'avg': 25174.721181881974}
{'gen': 38, 'nevals': 206, 'min': 19917.469920255182, 'avg': 25350.838079617224}
{'gen': 39, 'nevals': 199, 'min': 19917.469920255182, 'avg': 25386.49568089314}
{'gen': 40, 'nevals': 203, 'min': 19917.469920255182, 'avg': 25258.881854417865}
{'gen': 41, 'nevals': 212, 'min': 19683.123763955344, 'avg': 24873.871034258373}
{'gen': 42, 'nevals': 214, 'min': 19683.123763955344, 'avg': 24886.26077039872}
{'gen': 43, 'nevals': 201, 'min': 19683.123763955344, 'avg': 24922.535522169062}
{'gen': 44, 'nevals': 204, 'min': 19683.123763955344, 'avg': 24684.23219049442}
{'gen': 45, 'nevals': 214, 'min': 19683.123763955344, 'avg': 24954.529033748007}
{'gen': 46, 'nevals': 208, 'min': 19683.123763955344, 'avg': 24819.381020988836}
{'gen': 47, 'nevals': 204, 'min': 19683.123763955344, 'avg': 24687.928683381182}
{'gen': 48, 'nevals': 208, 'min': 19683.123763955344, 'avg': 24561.638213843704}
{'gen': 49, 'nevals': 200, 'min': 19683.123763955344, 'avg': 24664.211389218497}
{'gen': 50, 'nevals': 198, 'min': 19683.123763955344, 'avg': 24607.18610564593}
{'gen': 51, 'nevals': 210, 'min': 19633.222807017544, 'avg': 24684.22364274322}
{'gen': 52, 'nevals': 210, 'min': 19633.222807017544, 'avg': 24686.271621052634}
{'gen': 53, 'nevals': 204, 'min': 19633.222807017544, 'avg': 24518.918038787884}
{'gen': 54, 'nevals': 202, 'min': 19633.222807017544, 'avg': 24418.52561556619}
{'gen': 55, 'nevals': 206, 'min': 19633.222807017544, 'avg': 24463.87289429027}
{'gen': 56, 'nevals': 206, 'min': 19633.222807017544, 'avg': 24450.874192280702}
{'gen': 57, 'nevals': 209, 'min': 19447.479968102074, 'avg': 24635.603403636367}
{'gen': 58, 'nevals': 208, 'min': 19447.479968102074, 'avg': 24577.629251929822}
