{'gen': 0, 'nevals': 200, 'min': 22334.237671451356, 'avg': 28837.517628070178}
{'gen': 1, 'nevals': 162, 'min': 18616.459776714513, 'avg': 27452.32912599681}
{'gen': 2, 'nevals': 160, 'min': 18616.459776714513, 'avg': 26532.492901913876}
{'gen': 3, 'nevals': 164, 'min': 18616.459776714513, 'avg': 25650.413619298244}
{'gen': 4, 'nevals': 164, 'min': 18331.43735247209, 'avg': 25017.869085964914}
{'gen': 5, 'nevals': 152, 'min': 18331.43735247209, 'avg': 24293.06620653907}
{'gen': 6, 'nevals': 178, 'min': 17701.267081339713, 'avg': 23930.662602392345}
{'gen': 7, 'nevals': 168, 'min': 17366.172631578946, 'avg': 23676.723767145137}
{'gen': 8, 'nevals': 160, 'min': 17366.172631578946, 'avg': 22915.00329569378}
{'gen': 9, 'nevals': 164, 'min': 17242.16615629984, 'avg': 22686.02267814992}
{'gen': 10, 'nevals': 162, 'min': 15794.172248803829, 'avg': 21911.834682934612}
{'gen': 11, 'nevals': 164, 'min': 15794.172248803829, 'avg': 21482.51191419458}
{'gen': 12, 'nevals': 165, 'min': 15794.172248803829, 'avg': 21225.099683572567}
{'gen': 13, 'nevals': 168, 'min': 14477.01192982456, 'avg': 20634.06846650718}
{'gen': 14, 'nevals': 172, 'min': 14477.01192982456, 'avg': 20536.468682456143}
{'gen': 15, 'nevals': 146, 'min': 14477.01192982456, 'avg': 19954.314881499202}
{'gen': 16, 'nevals': 158, 'min': 14477.01192982456, 'avg': 19602.025425358854}
{'gen': 17, 'nevals': 164, 'min': 14292.905390749602, 'avg': 19157.20543429027}
{'gen': 18, 'nevals': 166, 'min': 14292.905390749602, 'avg': 18757.7329}
{'gen': 19, 'nevals': 164, 'min': 14174.356746411484, 'avg': 18188.13705518341}
{'gen': 20, 'nevals': 152, 'min': 14174.356746411484, 'avg': 17669.167347049442}
{'gen': 21, 'nevals': 157, 'min': 11861.575948963316, 'avg': 17234.052773046253}
{'gen': 22, 'nevals': 170, 'min': 11861.575948963316, 'avg': 16983.287505582135}
{'gen': 23, 'nevals': 153, 'min': 11861.575948963316, 'avg': 16533.965201913878}
{'gen': 24, 'nevals': 156, 'min': 11861.575948963316, 'avg': 16157.989808931421}
{'gen': 25, 'nevals': 154, 'min': 11861.575948963316, 'avg': 15561.324540669855}
{'gen': 26, 'nevals': 162, 'min': 11861.575948963316, 'avg': 15377.841512759169}
{'gen': 27, 'nevals': 148, 'min': 11861.575948963316, 'avg': 15094.249396810206}
{'gen': 28, 'nevals': 149, 'min': 11861.575948963316, 'avg': 15118.00667894737}
{'gen': 29, 'nevals': 152, 'min': 11861.575948963316, 'avg': 14664.734459968102}
{'gen': 30, 'nevals': 162, 'min': 11861.575948963316, 'avg': 14473.424012280702}
{'gen': 31, 'nevals': 159, 'min': 11861.575948963316, 'avg': 14264.60046204147}
{'gen': 32, 'nevals': 163, 'min': 11185.674609250398, 'avg': 14053.221749122806}
{'gen': 33, 'nevals': 169, 'min': 11185.674609250398, 'avg': 13904.894124561404}
{'gen': 34, 'nevals': 168, 'min': 11185.674609250398, 'avg': 13642.857213875595}
{'gen': 35, 'nevals': 168, 'min': 10933.448835725678, 'avg': 13401.399683253589}
{'gen': 36, 'nevals': 166, 'min': 10933.448835725678, 'avg': 13247.933256618819}
{'gen': 37, 'nevals': 164, 'min': 10606.65802232855, 'avg': 12902.18422647528}
{'gen': 38, 'nevals': 168, 'min': 10606.65802232855, 'avg': 12583.613851196173}
{'gen': 39, 'nevals': 160, 'min': 10606.65802232855, 'avg': 12269.185685486442}
{'gen': 40, 'nevals': 164, 'min': 10595.835215311005, 'avg': 12091.477535087717}
{'gen': 41, 'nevals': 166, 'min': 10422.026507177034, 'avg': 11824.512039393938}
{'gen': 42, 'nevals': 168, 'min': 10129.653875598086, 'avg': 11674.455616586922}
{'gen': 43, 'nevals': 157, 'min': 10129.653875598086, 'avg': 11501.109873843701}
{'gen': 44, 'nevals': 158, 'min': 9800.193110047847, 'avg': 11244.631393460924}
{'gen': 45, 'nevals': 158, 'min': 9800.193110047847, 'avg': 11104.904247208931}
