{'gen': 0, 'nevals': 200, 'min': 18262.268867623603, 'avg': 29799.07096076555}
{'gen': 1, 'nevals': 154, 'min': 17474.524625199363, 'avg': 26701.316066985644}
{'gen': 2, 'nevals': 170, 'min': 17474.524625199363, 'avg': 25239.62214019139}
{'gen': 3, 'nevals': 164, 'min': 15125.214864433812, 'avg': 23477.461857735245}
{'gen': 4, 'nevals': 162, 'min': 13291.565933014354, 'avg': 21980.013181499206}
{'gen': 5, 'nevals': 167, 'min': 13291.565933014354, 'avg': 21321.453211961725}
{'gen': 6, 'nevals': 170, 'min': 13265.171228070176, 'avg': 20741.64331642743}
{'gen': 7, 'nevals': 164, 'min': 13265.171228070176, 'avg': 19848.807489792664}
{'gen': 8, 'nevals': 164, 'min': 13007.436714513557, 'avg': 19000.29912216906}
{'gen': 9, 'nevals': 172, 'min': 13007.436714513557, 'avg': 18409.14462679426}
{'gen': 10, 'nevals': 168, 'min': 12549.409665071771, 'avg': 17671.12109505582}
{'gen': 11, 'nevals': 164, 'min': 12549.409665071771, 'avg': 17270.22982631579}
{'gen': 12, 'nevals': 156, 'min': 12117.009537480064, 'avg': 17004.57380956938}
{'gen': 13, 'nevals': 158, 'min': 11966.928708133972, 'avg': 16518.604453748005}
{'gen': 14, 'nevals': 166, 'min': 11966.928708133972, 'avg': 15953.547921371612}
{'gen': 15, 'nevals': 162, 'min': 11565.974226475279, 'avg': 15547.517935406697}
{'gen': 16, 'nevals': 156, 'min': 11183.144051036683, 'avg': 15125.222858532698}
{'gen': 17, 'nevals': 166, 'min': 11183.144051036683, 'avg': 14799.928025358855}
{'gen': 18, 'nevals': 166, 'min': 11183.144051036683, 'avg': 14431.07655598086}
{'gen': 19, 'nevals': 158, 'min': 11183.144051036683, 'avg': 14555.577473843701}
{'gen': 20, 'nevals': 160, 'min': 10850.658341307815, 'avg': 14022.899546411485}
{'gen': 21, 'nevals': 154, 'min': 10850.658341307815, 'avg': 13702.90638692185}
