{'gen': 0, 'nevals': 200, 'min': 20737.470558213718, 'avg': 22196.910627591707}
{'gen': 1, 'nevals': 164, 'min': 20321.97984051037, 'avg': 21954.688271929823}
{'gen': 2, 'nevals': 152, 'min': 20321.97984051037, 'avg': 21709.49990047847}
{'gen': 3, 'nevals': 160, 'min': 19947.4790430622, 'avg': 21651.564472248807}
{'gen': 4, 'nevals': 152, 'min': 19947.4790430622, 'avg': 21514.528665869217}
{'gen': 5, 'nevals': 158, 'min': 19947.4790430622, 'avg': 21453.640753748008}
{'gen': 6, 'nevals': 156, 'min': 19947.4790430622, 'avg': 21372.994767942582}
{'gen': 7, 'nevals': 160, 'min': 19933.447177033493, 'avg': 21291.36636842105}
{'gen': 8, 'nevals': 160, 'min': 19933.447177033493, 'avg': 21210.968396491233}
{'gen': 9, 'nevals': 172, 'min': 19437.14210526316, 'avg': 21077.13849138756}
{'gen': 10, 'nevals': 158, 'min': 19252.772503987242, 'avg': 21060.027967783095}
{'gen': 11, 'nevals': 162, 'min': 19252.772503987242, 'avg': 20968.115175757575}
{'gen': 12, 'nevals': 166, 'min': 19252.772503987242, 'avg': 20930.597288995214}
{'gen': 13, 'nevals': 158, 'min': 19234.72484848485, 'avg': 20835.371702870816}
{'gen': 14, 'nevals': 168, 'min': 19234.72484848485, 'avg': 20801.219252791067}
{'gen': 15, 'nevals': 160, 'min': 19234.72484848485, 'avg': 20631.171753269537}
{'gen': 16, 'nevals': 154, 'min': 19234.72484848485, 'avg': 20452.78378245614}
{'gen': 17, 'nevals': 158, 'min': 19234.72484848485, 'avg': 20422.65909298246}
{'gen': 18, 'nevals': 158, 'min': 19139.831483253587, 'avg': 20377.71671818182}
{'gen': 19, 'nevals': 164, 'min': 18814.098628389154, 'avg': 20371.363285645934}
{'gen': 20, 'nevals': 156, 'min': 18814.098628389154, 'avg': 20278.317828708132}
{'gen': 21, 'nevals': 156, 'min': 18667.061020733654, 'avg': 20247.656261084532}
{'gen': 22, 'nevals': 164, 'min': 18556.49422647528, 'avg': 20088.527134928227}
{'gen': 23, 'nevals': 168, 'min': 18556.49422647528, 'avg': 19903.824817224882}
{'gen': 24, 'nevals': 172, 'min': 18556.49422647528, 'avg': 19738.75986969697}
{'gen': 25, 'nevals': 162, 'min': 18385.383827751197, 'avg': 19522.154014035084}
{'gen': 26, 'nevals': 156, 'min': 18126.565582137162, 'avg': 19399.136644657097}
{'gen': 27, 'nevals': 155, 'min': 18126.565582137162, 'avg': 19306.167301275917}
{'gen': 28, 'nevals': 169, 'min': 18030.95553429027, 'avg': 19104.864597448166}
{'gen': 29, 'nevals': 168, 'min': 18030.95553429027, 'avg': 19005.174314832537}
{'gen': 30, 'nevals': 163, 'min': 18011.002488038277, 'avg': 18808.893463157896}
{'gen': 31, 'nevals': 172, 'min': 17726.74956937799, 'avg': 18697.050603349282}
{'gen': 32, 'nevals': 152, 'min': 17639.45980861244, 'avg': 18524.931905422647}
{'gen': 33, 'nevals': 156, 'min': 17525.984848484848, 'avg': 18394.655714832534}
{'gen': 34, 'nevals': 165, 'min': 17525.984848484848, 'avg': 18253.956441945775}
{'gen': 35, 'nevals': 167, 'min': 17379.96606060606, 'avg': 18085.122997607657}
{'gen': 36, 'nevals': 158, 'min': 17365.87250398724, 'avg': 17953.943853269535}
{'gen': 37, 'nevals': 162, 'min': 17188.666443381182, 'avg': 17839.45481244019}
{'gen': 38, 'nevals': 162, 'min': 17146.265837320574, 'avg': 17690.296095055823}
{'gen': 39, 'nevals': 164, 'min': 17046.356937799042, 'avg': 17563.02527814992}
{'gen': 40, 'nevals': 168, 'min': 16893.033811802234, 'avg': 17453.780123444976}
{'gen': 41, 'nevals': 168, 'min': 16893.033811802234, 'avg': 17395.757610047847}
{'gen': 42, 'nevals': 158, 'min': 16882.50532695375, 'avg': 17269.464737161084}
{'gen': 43, 'nevals': 161, 'min': 16804.582232854864, 'avg': 17206.54019027113}
{'gen': 44, 'nevals': 166, 'min': 16667.65830940989, 'avg': 17172.06031355662}
