gen,nevals,time,min,avg
0,250,0.0577,186098.0,195197.084
1,210,0.634,184929.0,193161.54
2,214,1.2264,184307.0,191604.084
3,216,1.8069,182069.0,189883.096
4,216,2.4292,182069.0,188555.172
5,214,3.1278,176007.0,186785.824
6,215,3.9252,176007.0,185382.308
7,218,4.6645,176006.0,184244.456
8,218,5.3593,175200.0,182882.616
9,214,5.9931,175200.0,181471.34
10,210,6.5908,173778.0,180075.128
11,209,7.1465,172000.0,179139.416
12,220,7.753,172000.0,177902.488
13,211,8.3291,169162.0,176477.9
14,215,8.9341,169162.0,175479.38
15,217,9.5421,166611.0,174366.788
16,214,10.149,166223.0,173364.056
17,209,10.7452,166223.0,171961.36
18,213,11.3299,164292.0,170658.16
19,219,11.9384,162388.0,169602.92
20,202,12.5304,158532.0,168376.952
21,213,13.0977,158532.0,167287.888
22,212,13.6776,158190.0,165842.096
23,217,14.2749,157116.0,164372.7
24,210,14.8313,156155.0,163430.632
25,217,15.4069,156155.0,161989.308
26,207,15.9796,151544.0,160882.032
27,208,16.5606,151544.0,159517.756
28,208,17.1222,151424.0,158181.868
29,221,17.7653,151294.0,156572.376
30,215,18.3484,150069.0,155410.1
31,211,18.9317,149265.0,154388.736
32,217,19.552,148649.0,153366.808
33,217,20.1509,146779.0,152382.348
34,214,20.7496,146738.0,151200.14
35,213,21.3501,143229.0,150082.496
36,216,21.94,143018.0,148704.288
37,212,22.5151,141491.0,147428.636
38,212,23.1008,137980.0,146223.512
39,215,23.7057,137980.0,144921.036
40,210,24.3095,138062.0,143449.836
41,212,24.8976,136725.0,142339.068
42,216,25.5702,134641.0,141264.432
43,218,26.1792,133373.0,140089.12
44,215,26.8403,133373.0,139228.856
45,216,27.4779,133416.0,138468.612
46,211,28.1113,132456.0,137498.608
47,210,28.735,132444.0,136417.652
48,213,29.3782,130651.0,135460.512
49,212,29.9983,128763.0,134604.32
50,216,30.6146,127172.0,133636.828
51,214,31.2026,127051.0,132634.876
52,212,31.7682,126374.0,131393.776
53,212,32.3569,126357.0,130431.772
54,215,32.9556,124962.0,129572.032
55,212,33.5243,123243.0,128476.32
56,209,34.0906,122866.0,127660.756
57,217,34.6925,122030.0,126820.936
58,213,35.2749,120367.0,125848.2
59,216,35.873,120367.0,124801.652
60,212,36.459,120087.0,123897.292
61,209,37.0338,118328.0,123028.724
62,217,37.6281,116515.0,122116.88
63,215,38.2258,116515.0,121203.892
64,219,38.8239,116648.0,120204.512
65,214,39.4197,115733.0,119410.376
66,209,40.0039,113085.0,118550.092
67,219,40.5799,113085.0,117867.232
68,219,41.1786,112278.0,116921.504
69,211,41.7538,111479.0,115888.948
70,219,42.359,109788.0,114945.584
71,218,42.9999,109182.0,114201.068
72,214,43.5869,108030.0,113292.944
73,211,44.1808,108030.0,112248.972
74,214,44.774,106706.0,111488.028
75,221,45.3948,106706.0,110633.984
76,207,45.9698,106352.0,109625.268
77,212,46.5483,104835.0,108935.188
78,214,47.114,104739.0,108096.628
79,217,47.7119,103669.0,107443.416
80,210,48.2923,103295.0,106624.748
81,202,48.8487,102450.0,105858.936
82,217,49.4403,101713.0,105007.32
83,220,50.0477,101315.0,104362.792
84,217,50.6322,100684.0,103738.164
85,213,51.2121,99411.0,102917.228
86,217,51.8158,99050.0,102202.844
87,216,52.4183,98691.0,101468.428
88,208,52.9876,97177.0,100776.62
89,221,53.5872,96466.0,99922.884
90,209,54.1658,96102.0,99162.252
91,209,54.7185,95132.0,98607.844
92,215,55.2917,94140.0,97745.316
93,216,55.8822,92755.0,97021.884
94,217,56.4899,92755.0,96266.364
95,217,57.0546,91905.0,95409.98
96,212,57.6161,91897.0,94756.388
97,219,58.2099,91322.0,94110.112
98,214,58.7824,90520.0,93396.6
99,217,59.3573,90238.0,92686.396
100,217,59.9402,88465.0,92108.232
101,212,60.8641,88465.0,91477.208
102,219,61.4913,88206.0,90850.6
103,216,62.1062,87422.0,90307.924
104,217,62.6961,86200.0,89632.592
105,216,63.2948,85936.0,88902.432
106,217,63.9074,84537.0,88231.216
107,214,64.4827,84305.0,87473.984
108,212,65.0517,83738.0,86795.188
109,208,65.6217,83165.0,86165.04
110,217,66.2197,83068.0,85379.048
111,218,66.8246,81722.0,84780.232
112,215,67.4051,81666.0,84218.488
113,214,68.0034,81196.0,83580.376
114,206,68.5923,80249.0,83044.228
115,218,69.1872,80219.0,82553.608
116,215,69.7899,79326.0,81999.284
117,214,70.3843,78891.0,81485.272
118,212,70.9911,78732.0,80962.408
119,212,71.5829,77163.0,80459.084
120,211,72.19,77163.0,79890.856
121,219,72.7995,76586.0,79297.808
122,216,73.382,76523.0,78736.444
123,212,73.9636,76411.0,78315.572
124,213,74.5791,75868.0,77760.096
125,210,75.1587,74703.0,77271.748
126,215,75.7424,73807.0,76762.652
127,216,76.3425,72997.0,76156.872
128,211,76.9135,72997.0,75626.064
129,213,77.4975,73400.0,75032.9
130,216,78.1047,72156.0,74541.168
131,218,78.7041,72012.0,74122.416
132,219,79.3079,71165.0,73553.244
133,211,79.8826,70323.0,73057.228
134,212,80.4415,70299.0,72573.212
135,212,80.9907,70299.0,72032.796
136,212,81.5643,69509.0,71640.284
137,216,82.1836,69042.0,71186.52
138,211,82.7276,68707.0,70770.72
139,217,83.3079,68362.0,70322.052
140,214,83.8849,67889.0,69882.464
141,213,84.4535,67776.0,69488.76
142,211,85.0473,66971.0,69116.672
143,213,85.6533,66951.0,68670.604
144,214,86.2597,66426.0,68281.396
145,216,86.8615,65898.0,67878.86
146,216,87.4275,65496.0,67496.632
147,215,88.0059,65268.0,67092.54
148,204,88.5439,65130.0,66638.584
149,215,89.1338,64493.0,66320.536
150,212,89.69,64430.0,65860.184
151,211,90.2541,64066.0,65525.812
152,213,90.8371,63689.0,65170.08
153,215,91.4423,63379.0,64785.284
154,212,92.0222,62777.0,64421.372
155,216,92.6346,62353.0,64013.928
156,217,93.2423,62069.0,63686.872
157,216,93.8248,62046.0,63290.212
158,216,94.4325,60944.0,62993.948
159,214,95.024,60944.0,62656.248
160,209,95.5728,60944.0,62327.244
161,215,96.1712,60637.0,62017.164
162,213,96.7558,60335.0,61638.616
163,210,97.3344,59941.0,61313.896
164,207,97.9002,59636.0,61022.784
165,214,98.5207,59177.0,60685.868
166,214,99.1096,59011.0,60357.732
167,206,99.674,58653.0,60021.268
168,208,100.2327,58402.0,59672.252
169,214,100.8014,57788.0,59290.012
170,220,101.3954,57788.0,58989.004
171,215,102.0,57286.0,58704.288
172,215,102.5863,57192.0,58386.732
173,212,103.1834,56914.0,58114.632
174,216,103.7836,56699.0,57914.196
175,214,104.3857,56671.0,57636.112
176,218,104.9708,56062.0,57413.796
177,212,105.5261,55915.0,57130.664
178,213,106.1186,55768.0,56860.188
179,216,106.6992,55737.0,56583.248
180,210,107.2887,55326.0,56338.128
181,214,107.8829,54932.0,56090.964
182,217,108.4765,54908.0,55822.372
183,209,109.0608,54578.0,55562.924
184,216,109.6773,54267.0,55387.344
185,205,110.2445,54152.0,55171.508
186,211,110.8455,53920.0,54940.744
187,212,111.4188,53634.0,54650.88
188,210,112.0037,53480.0,54426.888
189,216,112.6173,53226.0,54208.892
190,214,113.2176,52955.0,53963.332
191,211,113.8049,52582.0,53758.38
192,200,114.353,52582.0,53517.128
193,218,114.9572,52390.0,53252.352
194,210,115.5279,52186.0,53021.36
195,212,116.1278,51957.0,52827.56
196,214,116.7507,51957.0,52667.76
197,213,117.3758,51721.0,52508.456
198,208,117.9517,51312.0,52314.588
199,211,118.5335,51312.0,52159.324
200,217,119.1119,51202.0,51973.396
201,217,119.8527,51126.0,51820.064
202,213,120.454,50939.0,51645.964
203,220,121.0533,50867.0,51474.552
204,208,121.6365,50593.0,51340.916
205,214,122.2126,50593.0,51165.368
206,216,122.8729,50205.0,51016.636
207,218,123.4797,50200.0,50854.104
208,214,124.0839,50010.0,50666.408
209,208,124.6606,49791.0,50514.256
210,216,125.2582,49567.0,50355.536
211,216,125.8424,49459.0,50167.704
212,217,126.4569,49274.0,50011.324
213,216,127.0944,49222.0,49865.336
214,212,127.6695,49187.0,49702.004
215,215,128.241,49077.0,49586.788
216,221,128.8308,48816.0,49435.856
217,213,129.4068,48769.0,49291.06
218,213,129.9925,48604.0,49160.316
219,212,130.5523,48604.0,49034.896
220,215,131.1496,48446.0,48909.16
221,206,131.7282,48282.0,48775.916
222,212,132.3173,48111.0,48631.804
223,214,132.9175,48071.0,48518.992
224,216,133.5138,47954.0,48407.496
225,219,134.1351,47715.0,48289.772
226,212,134.7346,47569.0,48181.8
227,211,135.3343,47547.0,48034.836
228,213,135.9357,47544.0,47920.744
229,214,136.5427,47351.0,47799.22
230,216,137.1478,47342.0,47695.504
231,214,137.7485,47099.0,47594.168
232,216,138.3374,47051.0,47472.72
