{'gen': 0, 'nevals': 200, 'min': 14198.541307814992, 'avg': 29350.07908835726}
{'gen': 1, 'nevals': 157, 'min': 12047.148548644338, 'avg': 24116.190466666667}
{'gen': 2, 'nevals': 162, 'min': 11932.84322169059, 'avg': 21598.857404465707}
{'gen': 3, 'nevals': 164, 'min': 11178.05830940989, 'avg': 19902.27701291866}
{'gen': 4, 'nevals': 162, 'min': 11178.05830940989, 'avg': 17409.085203508774}
{'gen': 5, 'nevals': 164, 'min': 11178.05830940989, 'avg': 16516.95696889952}
{'gen': 6, 'nevals': 162, 'min': 10708.815566188197, 'avg': 15004.66753173844}
{'gen': 7, 'nevals': 166, 'min': 10708.815566188197, 'avg': 14342.086791706539}
{'gen': 8, 'nevals': 160, 'min': 10708.815566188197, 'avg': 13884.84117464115}
{'gen': 9, 'nevals': 158, 'min': 10708.815566188197, 'avg': 13100.478536363635}
{'gen': 10, 'nevals': 162, 'min': 10708.815566188197, 'avg': 12669.122621052633}
{'gen': 11, 'nevals': 142, 'min': 10702.92625199362, 'avg': 12395.026124880384}
{'gen': 12, 'nevals': 164, 'min': 10594.046698564593, 'avg': 12285.965044816588}
{'gen': 13, 'nevals': 160, 'min': 10249.26606060606, 'avg': 12001.957568899521}
{'gen': 14, 'nevals': 166, 'min': 10182.71639553429, 'avg': 11646.39237830941}
{'gen': 15, 'nevals': 149, 'min': 10141.92720893142, 'avg': 11467.596919457736}
{'gen': 16, 'nevals': 166, 'min': 10141.92720893142, 'avg': 11231.232098245617}
{'gen': 17, 'nevals': 173, 'min': 10123.929409888357, 'avg': 11166.230916586921}
{'gen': 18, 'nevals': 164, 'min': 10123.929409888357, 'avg': 11036.925423763952}
{'gen': 19, 'nevals': 166, 'min': 10123.929409888357, 'avg': 10854.906274960127}
{'gen': 20, 'nevals': 159, 'min': 10123.929409888357, 'avg': 10773.086124720892}
{'gen': 21, 'nevals': 156, 'min': 10034.971897926634, 'avg': 10687.648545454545}
{'gen': 22, 'nevals': 162, 'min': 9950.509505582137, 'avg': 10615.413234768737}
{'gen': 23, 'nevals': 172, 'min': 9950.509505582137, 'avg': 10556.373941626796}
{'gen': 24, 'nevals': 164, 'min': 9936.61393939394, 'avg': 10455.492520733651}
{'gen': 25, 'nevals': 164, 'min': 9920.86663476874, 'avg': 10472.66159154705}
{'gen': 26, 'nevals': 161, 'min': 9884.196491228071, 'avg': 10371.149153110047}
{'gen': 27, 'nevals': 158, 'min': 9680.504019138756, 'avg': 10301.875427272727}
{'gen': 28, 'nevals': 172, 'min': 9680.504019138756, 'avg': 10277.610301116429}
{'gen': 29, 'nevals': 163, 'min': 9680.504019138756, 'avg': 10208.283810366825}
{'gen': 30, 'nevals': 162, 'min': 9664.482583732057, 'avg': 10161.236979904306}
{'gen': 31, 'nevals': 164, 'min': 9664.482583732057, 'avg': 10115.955389792663}
{'gen': 32, 'nevals': 164, 'min': 9527.839681020734, 'avg': 10048.43250366826}
{'gen': 33, 'nevals': 158, 'min': 9527.839681020734, 'avg': 9982.872285326954}
{'gen': 34, 'nevals': 167, 'min': 9527.839681020734, 'avg': 9879.901562041468}
{'gen': 35, 'nevals': 162, 'min': 9480.039776714513, 'avg': 9820.480272727273}
{'gen': 36, 'nevals': 166, 'min': 9467.494226475279, 'avg': 9747.25969585327}
{'gen': 37, 'nevals': 162, 'min': 9442.75562998405, 'avg': 9723.757534130782}
{'gen': 38, 'nevals': 168, 'min': 9442.75562998405, 'avg': 9656.429348644338}
{'gen': 39, 'nevals': 166, 'min': 9388.255406698565, 'avg': 9609.684487400318}
{'gen': 40, 'nevals': 170, 'min': 9388.255406698565, 'avg': 9578.456468261564}
{'gen': 41, 'nevals': 163, 'min': 9273.212344497608, 'avg': 9543.618953269537}
{'gen': 42, 'nevals': 162, 'min': 9273.212344497608, 'avg': 9522.605922807017}
{'gen': 43, 'nevals': 164, 'min': 9255.519585326954, 'avg': 9487.325622169059}
{'gen': 44, 'nevals': 166, 'min': 9197.015023923444, 'avg': 9432.166533333333}
{'gen': 45, 'nevals': 154, 'min': 9178.766889952152, 'avg': 9392.662475119618}
{'gen': 46, 'nevals': 162, 'min': 9107.532025518341, 'avg': 9334.853306060606}
{'gen': 47, 'nevals': 164, 'min': 9092.496842105264, 'avg': 9289.595416746412}
{'gen': 48, 'nevals': 150, 'min': 9064.956267942584, 'avg': 9243.156797288677}
{'gen': 49, 'nevals': 156, 'min': 9050.812599681021, 'avg': 9211.454178628388}
{'gen': 50, 'nevals': 160, 'min': 9015.879074960128, 'avg': 9190.540664752793}
{'gen': 51, 'nevals': 152, 'min': 8976.966953748006, 'avg': 9144.04201786284}
{'gen': 52, 'nevals': 152, 'min': 8946.012312599682, 'avg': 9109.259046092504}
{'gen': 53, 'nevals': 164, 'min': 8927.97384370016, 'avg': 9075.729466666668}
{'gen': 54, 'nevals': 158, 'min': 8878.252822966508, 'avg': 9030.930602870814}
{'gen': 55, 'nevals': 166, 'min': 8878.252822966508, 'avg': 9003.724516427432}
{'gen': 56, 'nevals': 156, 'min': 8858.517416267943, 'avg': 8976.102385645932}
{'gen': 57, 'nevals': 158, 'min': 8839.738660287081, 'avg': 8954.233942743222}
{'gen': 58, 'nevals': 157, 'min': 8836.85620414673, 'avg': 8929.119375438597}
{'gen': 59, 'nevals': 160, 'min': 8816.451929824561, 'avg': 8910.01093046252}
{'gen': 60, 'nevals': 168, 'min': 8790.168803827752, 'avg': 8890.843505422648}
{'gen': 61, 'nevals': 162, 'min': 8790.168803827752, 'avg': 8863.844361881978}
{'gen': 62, 'nevals': 156, 'min': 8759.76889952153, 'avg': 8846.506650239235}
{'gen': 63, 'nevals': 162, 'min': 8748.191547049442, 'avg': 8831.589050398723}
{'gen': 64, 'nevals': 156, 'min': 8724.527368421053, 'avg': 8812.098210207338}
{'gen': 65, 'nevals': 164, 'min': 8722.634003189793, 'avg': 8792.879749760765}
{'gen': 66, 'nevals': 152, 'min': 8706.797862838916, 'avg': 8774.48529569378}
{'gen': 67, 'nevals': 170, 'min': 8670.631291866028, 'avg': 8757.345728229666}
{'gen': 68, 'nevals': 168, 'min': 8647.191164274322, 'avg': 8742.894409250399}
{'gen': 69, 'nevals': 160, 'min': 8647.191164274322, 'avg': 8728.282244816586}
{'gen': 70, 'nevals': 162, 'min': 8634.73346092504, 'avg': 8710.245311642742}
{'gen': 71, 'nevals': 164, 'min': 8634.73346092504, 'avg': 8693.195528389155}
{'gen': 72, 'nevals': 165, 'min': 8614.117703349282, 'avg': 8679.50123014354}
{'gen': 73, 'nevals': 166, 'min': 8614.117703349282, 'avg': 8665.786876076556}
{'gen': 74, 'nevals': 162, 'min': 8606.068070175439, 'avg': 8652.013428229666}
{'gen': 75, 'nevals': 163, 'min': 8599.886794258373, 'avg': 8642.295893301436}
{'gen': 76, 'nevals': 168, 'min': 8595.433971291866, 'avg': 8633.611422328548}
{'gen': 77, 'nevals': 166, 'min': 8584.206507177034, 'avg': 8624.082492663476}
{'gen': 78, 'nevals': 162, 'min': 8579.234736842105, 'avg': 8617.625731419457}
{'gen': 79, 'nevals': 162, 'min': 8579.234736842105, 'avg': 8609.48655183413}
{'gen': 80, 'nevals': 161, 'min': 8570.51543859649, 'avg': 8601.528791866027}
{'gen': 81, 'nevals': 146, 'min': 8559.036427432216, 'avg': 8595.850751993621}
{'gen': 82, 'nevals': 162, 'min': 8557.015406698565, 'avg': 8589.09993429027}
{'gen': 83, 'nevals': 156, 'min': 8555.373875598087, 'avg': 8584.367145614035}
{'gen': 84, 'nevals': 158, 'min': 8529.283285486443, 'avg': 8577.480578947368}
{'gen': 85, 'nevals': 153, 'min': 8529.283285486443, 'avg': 8570.840034130782}
{'gen': 86, 'nevals': 162, 'min': 8529.283285486443, 'avg': 8564.372524561404}
{'gen': 87, 'nevals': 157, 'min': 8527.206858054227, 'avg': 8558.639817065392}
{'gen': 88, 'nevals': 167, 'min': 8520.380159489634, 'avg': 8552.482520574162}
{'gen': 89, 'nevals': 162, 'min': 8520.380159489634, 'avg': 8546.570543221691}
{'gen': 90, 'nevals': 150, 'min': 8504.094800637959, 'avg': 8540.642372408292}
{'gen': 91, 'nevals': 166, 'min': 8504.094800637959, 'avg': 8534.917900637958}
{'gen': 92, 'nevals': 154, 'min': 8504.094800637959, 'avg': 8530.207200797448}
{'gen': 93, 'nevals': 156, 'min': 8501.485390749602, 'avg': 8526.235292185007}
{'gen': 94, 'nevals': 158, 'min': 8494.530175438596, 'avg': 8521.639424401916}
{'gen': 95, 'nevals': 154, 'min': 8494.530175438596, 'avg': 8516.985095374801}
{'gen': 96, 'nevals': 159, 'min': 8486.814577352472, 'avg': 8512.967683413077}
{'gen': 97, 'nevals': 164, 'min': 8478.511610845295, 'avg': 8508.656118979265}
{'gen': 98, 'nevals': 162, 'min': 8478.511610845295, 'avg': 8504.953433014354}
{'gen': 99, 'nevals': 157, 'min': 8478.511610845295, 'avg': 8499.091259170655}
{'gen': 100, 'nevals': 160, 'min': 8476.575661881978, 'avg': 8496.411367783096}
{'gen': 101, 'nevals': 156, 'min': 8473.452567783093, 'avg': 8493.02152551834}
{'gen': 102, 'nevals': 161, 'min': 8468.32370015949, 'avg': 8490.002254704943}
{'gen': 103, 'nevals': 155, 'min': 8466.195374800638, 'avg': 8486.353754545455}
{'gen': 104, 'nevals': 170, 'min': 8466.195374800638, 'avg': 8483.55316953748}
{'gen': 105, 'nevals': 168, 'min': 8462.562232854865, 'avg': 8481.113014035089}
{'gen': 106, 'nevals': 166, 'min': 8461.50283891547, 'avg': 8478.47206108453}
{'gen': 107, 'nevals': 152, 'min': 8459.970749601276, 'avg': 8475.154788197768}
{'gen': 108, 'nevals': 163, 'min': 8458.156044657097, 'avg': 8471.704338118021}
{'gen': 109, 'nevals': 164, 'min': 8457.686602870814, 'avg': 8470.15127001595}
{'gen': 110, 'nevals': 166, 'min': 8452.676555023923, 'avg': 8467.052725837322}
{'gen': 111, 'nevals': 164, 'min': 8451.026220095693, 'avg': 8465.203727432217}
{'gen': 112, 'nevals': 166, 'min': 8446.36995215311, 'avg': 8462.940932854865}
{'gen': 113, 'nevals': 156, 'min': 8445.051259968102, 'avg': 8460.151941307815}
{'gen': 114, 'nevals': 161, 'min': 8445.051259968102, 'avg': 8457.661806060607}
{'gen': 115, 'nevals': 158, 'min': 8437.075023923446, 'avg': 8456.328345454545}
{'gen': 116, 'nevals': 156, 'min': 8437.075023923446, 'avg': 8453.931310047847}
{'gen': 117, 'nevals': 168, 'min': 8437.075023923446, 'avg': 8451.81832185008}
{'gen': 118, 'nevals': 159, 'min': 8437.075023923446, 'avg': 8449.504650877192}
{'gen': 119, 'nevals': 163, 'min': 8434.9268261563, 'avg': 8448.193555821372}
{'gen': 120, 'nevals': 154, 'min': 8434.9268261563, 'avg': 8446.295384051036}
{'gen': 121, 'nevals': 160, 'min': 8432.184433811803, 'avg': 8444.892344497608}
{'gen': 122, 'nevals': 172, 'min': 8432.184433811803, 'avg': 8443.144755342902}
{'gen': 123, 'nevals': 158, 'min': 8431.369218500797, 'avg': 8441.458811642742}
