{'gen': 0, 'nevals': 300, 'min': 18427.630740162655, 'avg': 22048.405122421595}
{'gen': 1, 'nevals': 266, 'min': 17307.88296112004, 'avg': 21738.19712924388}
{'gen': 2, 'nevals': 270, 'min': 17307.88296112004, 'avg': 21494.143110748613}
{'gen': 3, 'nevals': 253, 'min': 17307.88296112004, 'avg': 21359.059479722884}
{'gen': 4, 'nevals': 255, 'min': 17307.88296112004, 'avg': 21161.107776930206}
{'gen': 5, 'nevals': 254, 'min': 17307.88296112004, 'avg': 21181.468971259583}
{'gen': 6, 'nevals': 251, 'min': 17307.88296112004, 'avg': 20920.45661573428}
{'gen': 7, 'nevals': 245, 'min': 17107.08200819143, 'avg': 20763.24137122359}
{'gen': 8, 'nevals': 252, 'min': 17107.08200819143, 'avg': 20719.92909999883}
{'gen': 9, 'nevals': 252, 'min': 17049.177864360234, 'avg': 20531.02502591606}
{'gen': 10, 'nevals': 261, 'min': 16803.85011324829, 'avg': 20464.046246611353}
{'gen': 11, 'nevals': 250, 'min': 16803.85011324829, 'avg': 20388.472573885218}
{'gen': 12, 'nevals': 254, 'min': 16803.85011324829, 'avg': 20339.34330829744}
{'gen': 13, 'nevals': 262, 'min': 16334.418842637688, 'avg': 20148.735637691538}
{'gen': 14, 'nevals': 264, 'min': 16334.418842637688, 'avg': 20142.18781280195}
{'gen': 15, 'nevals': 240, 'min': 16334.418842637688, 'avg': 19968.15246384465}
{'gen': 16, 'nevals': 251, 'min': 16334.418842637688, 'avg': 19847.979158872287}
{'gen': 17, 'nevals': 252, 'min': 15796.825362922627, 'avg': 19621.720774039342}
{'gen': 18, 'nevals': 260, 'min': 15792.165424651746, 'avg': 19458.67144054171}
{'gen': 19, 'nevals': 246, 'min': 15646.263710084379, 'avg': 19339.47454178451}
{'gen': 20, 'nevals': 250, 'min': 14919.84240297614, 'avg': 19065.221767533923}
{'gen': 21, 'nevals': 253, 'min': 14919.84240297614, 'avg': 18827.02675257107}
{'gen': 22, 'nevals': 269, 'min': 14919.84240297614, 'avg': 18695.027967867998}
{'gen': 23, 'nevals': 257, 'min': 14919.84240297614, 'avg': 18557.630569488287}
{'gen': 24, 'nevals': 255, 'min': 14640.979274976235, 'avg': 18191.335795026465}
{'gen': 25, 'nevals': 242, 'min': 14640.979274976235, 'avg': 17947.258532231754}
{'gen': 26, 'nevals': 258, 'min': 14614.213563976482, 'avg': 17738.214991296118}
{'gen': 27, 'nevals': 261, 'min': 14507.256973864876, 'avg': 17497.108481768784}
{'gen': 28, 'nevals': 242, 'min': 13851.529157033716, 'avg': 17203.43519721632}
{'gen': 29, 'nevals': 249, 'min': 13851.529157033716, 'avg': 16974.10286027234}
{'gen': 30, 'nevals': 262, 'min': 13706.305711703888, 'avg': 16658.83690427292}
{'gen': 31, 'nevals': 246, 'min': 13706.305711703888, 'avg': 16382.01654805913}
{'gen': 32, 'nevals': 240, 'min': 13687.289657438594, 'avg': 16098.114196484803}
{'gen': 33, 'nevals': 254, 'min': 13378.256997336024, 'avg': 15801.386199669056}
{'gen': 34, 'nevals': 260, 'min': 13321.424393564212, 'avg': 15563.817296866991}
{'gen': 35, 'nevals': 252, 'min': 12953.61027332152, 'avg': 15315.862661784668}
{'gen': 36, 'nevals': 246, 'min': 12887.372252408726, 'avg': 14996.274651081823}
{'gen': 37, 'nevals': 255, 'min': 12536.677811550151, 'avg': 14760.616444512252}
{'gen': 38, 'nevals': 254, 'min': 12443.913309314525, 'avg': 14550.055550105035}
{'gen': 39, 'nevals': 252, 'min': 12437.63307554189, 'avg': 14337.091895881988}
{'gen': 40, 'nevals': 241, 'min': 12309.616199786413, 'avg': 14126.723574851447}
{'gen': 41, 'nevals': 254, 'min': 12006.73118494091, 'avg': 13924.31578743746}
{'gen': 42, 'nevals': 242, 'min': 12006.73118494091, 'avg': 13750.479872512546}
{'gen': 43, 'nevals': 256, 'min': 11980.21408034174, 'avg': 13579.88330943188}
{'gen': 44, 'nevals': 258, 'min': 11908.703488986164, 'avg': 13410.959224591503}
{'gen': 45, 'nevals': 245, 'min': 11561.496813791646, 'avg': 13243.405735253273}
{'gen': 46, 'nevals': 255, 'min': 11561.496813791646, 'avg': 13085.965076144314}
{'gen': 47, 'nevals': 254, 'min': 11537.750665993826, 'avg': 12922.616421158456}
{'gen': 48, 'nevals': 252, 'min': 11412.560549694288, 'avg': 12795.467031995086}
{'gen': 49, 'nevals': 262, 'min': 11178.053960169462, 'avg': 12652.992021609103}
{'gen': 50, 'nevals': 255, 'min': 11034.353158629754, 'avg': 12507.830598005734}
{'gen': 51, 'nevals': 270, 'min': 10963.070871131662, 'avg': 12375.281342080249}
{'gen': 52, 'nevals': 258, 'min': 10963.070871131662, 'avg': 12249.50030852824}
{'gen': 53, 'nevals': 238, 'min': 10706.086315147106, 'avg': 12110.629762119916}
{'gen': 54, 'nevals': 256, 'min': 10706.086315147106, 'avg': 11987.093686339398}
{'gen': 55, 'nevals': 260, 'min': 10474.949994718992, 'avg': 11877.493264562869}
{'gen': 56, 'nevals': 258, 'min': 10362.369576697844, 'avg': 11744.448915593839}
