{'gen': 0, 'nevals': 800, 'min': 26128.912631578947, 'avg': 28964.759145055825}
{'gen': 1, 'nevals': 693, 'min': 25339.01100478469, 'avg': 28440.234812400322}
{'gen': 2, 'nevals': 706, 'min': 25339.01100478469, 'avg': 28161.168964872406}
{'gen': 3, 'nevals': 690, 'min': 24837.643285486443, 'avg': 27846.042985765547}
{'gen': 4, 'nevals': 723, 'min': 24724.075502392345, 'avg': 27622.06852368421}
{'gen': 5, 'nevals': 697, 'min': 24142.28768740032, 'avg': 27263.365686802237}
{'gen': 6, 'nevals': 696, 'min': 24142.28768740032, 'avg': 27072.790369657097}
{'gen': 7, 'nevals': 708, 'min': 23699.577480063796, 'avg': 26827.291107456145}
{'gen': 8, 'nevals': 695, 'min': 23699.577480063796, 'avg': 26657.80525745614}
{'gen': 9, 'nevals': 703, 'min': 23650.26851674641, 'avg': 26417.4836034689}
{'gen': 10, 'nevals': 688, 'min': 23650.26851674641, 'avg': 26185.4179742823}
{'gen': 11, 'nevals': 697, 'min': 23377.17448165869, 'avg': 25955.714373963317}
{'gen': 12, 'nevals': 661, 'min': 23224.562807017544, 'avg': 25796.63198393142}
{'gen': 13, 'nevals': 727, 'min': 23146.50985645933, 'avg': 25715.167099322174}
{'gen': 14, 'nevals': 725, 'min': 22776.23422647528, 'avg': 25603.85530478469}
{'gen': 15, 'nevals': 697, 'min': 22776.23422647528, 'avg': 25402.975221929824}
{'gen': 16, 'nevals': 710, 'min': 22671.255119617224, 'avg': 25227.599367145132}
{'gen': 17, 'nevals': 696, 'min': 21481.149984051037, 'avg': 25040.318188755977}
{'gen': 18, 'nevals': 722, 'min': 21481.149984051037, 'avg': 24893.021101156297}
{'gen': 19, 'nevals': 706, 'min': 21481.149984051037, 'avg': 24702.73825817385}
{'gen': 20, 'nevals': 711, 'min': 21481.149984051037, 'avg': 24585.657753030304}
{'gen': 21, 'nevals': 704, 'min': 21481.149984051037, 'avg': 24392.43319437799}
{'gen': 22, 'nevals': 704, 'min': 21481.149984051037, 'avg': 24253.265525677827}
{'gen': 23, 'nevals': 688, 'min': 21481.149984051037, 'avg': 24021.18651913876}
{'gen': 24, 'nevals': 702, 'min': 20674.662583732057, 'avg': 23887.278507057417}
{'gen': 25, 'nevals': 706, 'min': 20674.662583732057, 'avg': 23751.444851116426}
{'gen': 26, 'nevals': 706, 'min': 20674.662583732057, 'avg': 23652.88907484051}
{'gen': 27, 'nevals': 694, 'min': 20674.662583732057, 'avg': 23530.400380901116}
{'gen': 28, 'nevals': 701, 'min': 20644.138245614035, 'avg': 23378.438382655502}
{'gen': 29, 'nevals': 712, 'min': 20583.316650717705, 'avg': 23182.40389258373}
{'gen': 30, 'nevals': 711, 'min': 20549.65792663477, 'avg': 22993.188712998406}
{'gen': 31, 'nevals': 719, 'min': 20358.459106858056, 'avg': 22817.56314844498}
{'gen': 32, 'nevals': 693, 'min': 19619.992216905903, 'avg': 22646.64047711324}
{'gen': 33, 'nevals': 700, 'min': 19619.992216905903, 'avg': 22588.480934170653}
{'gen': 34, 'nevals': 700, 'min': 19619.992216905903, 'avg': 22435.346096531102}
{'gen': 35, 'nevals': 693, 'min': 18963.680127591706, 'avg': 22283.710860127594}
{'gen': 36, 'nevals': 723, 'min': 18963.680127591706, 'avg': 22139.62562862839}
{'gen': 37, 'nevals': 708, 'min': 18963.680127591706, 'avg': 22040.43962986443}
{'gen': 38, 'nevals': 712, 'min': 18963.680127591706, 'avg': 21920.024855023927}
{'gen': 39, 'nevals': 702, 'min': 18624.738022328547, 'avg': 21733.13829784689}
{'gen': 40, 'nevals': 716, 'min': 18624.738022328547, 'avg': 21574.297499800636}
{'gen': 41, 'nevals': 700, 'min': 18584.121052631577, 'avg': 21398.902902033497}
{'gen': 42, 'nevals': 696, 'min': 18584.121052631577, 'avg': 21295.149144457733}
{'gen': 43, 'nevals': 708, 'min': 18584.121052631577, 'avg': 21192.23389218501}
{'gen': 44, 'nevals': 719, 'min': 18567.717671451355, 'avg': 21136.435707137167}
{'gen': 45, 'nevals': 694, 'min': 18567.717671451355, 'avg': 21009.864181140354}
{'gen': 46, 'nevals': 712, 'min': 18567.717671451355, 'avg': 20861.298919338118}
{'gen': 47, 'nevals': 683, 'min': 18531.415789473685, 'avg': 20684.531966507177}
{'gen': 48, 'nevals': 675, 'min': 17827.053588516745, 'avg': 20543.358785885168}
{'gen': 49, 'nevals': 694, 'min': 17827.053588516745, 'avg': 20509.76770665869}
{'gen': 50, 'nevals': 685, 'min': 17827.053588516745, 'avg': 20384.141186881978}
{'gen': 51, 'nevals': 698, 'min': 17827.053588516745, 'avg': 20257.004439154705}
{'gen': 52, 'nevals': 699, 'min': 17820.219968102072, 'avg': 20197.550732854867}
{'gen': 53, 'nevals': 710, 'min': 17820.219968102072, 'avg': 20035.82053524721}
{'gen': 54, 'nevals': 697, 'min': 17717.32028708134, 'avg': 19935.185625478465}
{'gen': 55, 'nevals': 710, 'min': 17717.32028708134, 'avg': 19885.425530861245}
{'gen': 56, 'nevals': 725, 'min': 17246.72797448166, 'avg': 19773.942557535884}
{'gen': 57, 'nevals': 712, 'min': 17246.72797448166, 'avg': 19593.540903907495}
{'gen': 58, 'nevals': 694, 'min': 17246.72797448166, 'avg': 19489.341602830937}
{'gen': 59, 'nevals': 710, 'min': 17246.72797448166, 'avg': 19352.823018381183}
{'gen': 60, 'nevals': 701, 'min': 16505.69090909091, 'avg': 19233.941676076556}
{'gen': 61, 'nevals': 702, 'min': 16505.69090909091, 'avg': 19123.311189314194}
{'gen': 62, 'nevals': 722, 'min': 16505.69090909091, 'avg': 18941.797837998405}
{'gen': 63, 'nevals': 726, 'min': 16505.69090909091, 'avg': 18844.742545135567}
{'gen': 64, 'nevals': 693, 'min': 16505.69090909091, 'avg': 18719.699391826158}
{'gen': 65, 'nevals': 710, 'min': 16466.0950877193, 'avg': 18577.3341726874}
{'gen': 66, 'nevals': 719, 'min': 16466.0950877193, 'avg': 18511.13582033493}
{'gen': 67, 'nevals': 699, 'min': 16294.088197767145, 'avg': 18396.903161642742}
{'gen': 68, 'nevals': 702, 'min': 16294.088197767145, 'avg': 18252.97641622807}
{'gen': 69, 'nevals': 694, 'min': 16294.088197767145, 'avg': 18122.30354637161}
{'gen': 70, 'nevals': 711, 'min': 16165.331196172248, 'avg': 18081.188333213715}
{'gen': 71, 'nevals': 711, 'min': 15487.023795853269, 'avg': 17943.871254744816}
{'gen': 72, 'nevals': 692, 'min': 15170.648580542265, 'avg': 17835.90790845295}
{'gen': 73, 'nevals': 717, 'min': 15170.648580542265, 'avg': 17714.14024102871}
{'gen': 74, 'nevals': 696, 'min': 15170.648580542265, 'avg': 17622.614245813398}
{'gen': 75, 'nevals': 701, 'min': 15170.648580542265, 'avg': 17489.818707535884}
{'gen': 76, 'nevals': 704, 'min': 15170.648580542265, 'avg': 17410.645760526313}
{'gen': 77, 'nevals': 703, 'min': 15170.648580542265, 'avg': 17326.274017503987}
{'gen': 78, 'nevals': 699, 'min': 15170.648580542265, 'avg': 17241.10224501595}
{'gen': 79, 'nevals': 702, 'min': 15170.648580542265, 'avg': 17139.317450358853}
{'gen': 80, 'nevals': 704, 'min': 15043.49336523126, 'avg': 17025.828163955342}
{'gen': 81, 'nevals': 702, 'min': 15043.49336523126, 'avg': 16949.694500239235}
{'gen': 82, 'nevals': 694, 'min': 14887.311451355661, 'avg': 16831.774850598085}
{'gen': 83, 'nevals': 700, 'min': 14887.311451355661, 'avg': 16747.463325199362}
{'gen': 84, 'nevals': 692, 'min': 14887.311451355661, 'avg': 16646.127230223283}
{'gen': 85, 'nevals': 701, 'min': 14036.822296650718, 'avg': 16583.206522647528}
{'gen': 86, 'nevals': 694, 'min': 14036.822296650718, 'avg': 16519.971576355663}
{'gen': 87, 'nevals': 706, 'min': 14036.822296650718, 'avg': 16462.69322563796}
{'gen': 88, 'nevals': 685, 'min': 14036.822296650718, 'avg': 16351.661321371612}
{'gen': 89, 'nevals': 704, 'min': 14036.822296650718, 'avg': 16221.96380410686}
{'gen': 90, 'nevals': 712, 'min': 14036.822296650718, 'avg': 16151.889241666668}
{'gen': 91, 'nevals': 695, 'min': 14036.822296650718, 'avg': 16071.41330542265}
{'gen': 92, 'nevals': 700, 'min': 13716.751291866029, 'avg': 15947.834348405104}
