{'gen': 0, 'nevals': 300, 'min': 19543.289428710938, 'avg': 29612.68699890137}
{'gen': 1, 'nevals': 249, 'min': 19364.260803222656, 'avg': 27976.531170043945}
{'gen': 2, 'nevals': 256, 'min': 17311.515197753906, 'avg': 27033.67273010254}
{'gen': 3, 'nevals': 256, 'min': 17311.515197753906, 'avg': 26111.339935913085}
{'gen': 4, 'nevals': 254, 'min': 17311.515197753906, 'avg': 25270.495385742186}
{'gen': 5, 'nevals': 242, 'min': 16665.643798828125, 'avg': 24198.324346313475}
{'gen': 6, 'nevals': 254, 'min': 16665.643798828125, 'avg': 23893.737587280273}
{'gen': 7, 'nevals': 256, 'min': 16643.40655517578, 'avg': 23415.63708251953}
{'gen': 8, 'nevals': 248, 'min': 16250.801513671875, 'avg': 23062.521416625976}
{'gen': 9, 'nevals': 264, 'min': 16250.801513671875, 'avg': 23068.500098876953}
{'gen': 10, 'nevals': 256, 'min': 14517.455200195312, 'avg': 22633.023377685546}
{'gen': 11, 'nevals': 256, 'min': 14517.455200195312, 'avg': 22485.294187011717}
{'gen': 12, 'nevals': 244, 'min': 14517.455200195312, 'avg': 22123.962641601564}
{'gen': 13, 'nevals': 256, 'min': 14050.201171875, 'avg': 21964.56326599121}
{'gen': 14, 'nevals': 248, 'min': 14050.201171875, 'avg': 21632.073092041017}
{'gen': 15, 'nevals': 251, 'min': 14050.201171875, 'avg': 21453.71825012207}
{'gen': 16, 'nevals': 268, 'min': 14050.201171875, 'avg': 21326.857790527345}
{'gen': 17, 'nevals': 252, 'min': 14050.201171875, 'avg': 21270.386112670898}
{'gen': 18, 'nevals': 245, 'min': 14050.201171875, 'avg': 21328.206889038087}
{'gen': 19, 'nevals': 249, 'min': 13775.217041015625, 'avg': 20974.245432128908}
{'gen': 20, 'nevals': 243, 'min': 13775.217041015625, 'avg': 20945.149979858397}
{'gen': 21, 'nevals': 256, 'min': 13775.217041015625, 'avg': 20498.497844848633}
{'gen': 22, 'nevals': 256, 'min': 13763.289184570312, 'avg': 20489.72067565918}
{'gen': 23, 'nevals': 250, 'min': 13763.289184570312, 'avg': 20049.946934814452}
{'gen': 24, 'nevals': 240, 'min': 13549.793151855469, 'avg': 19813.15095703125}
{'gen': 25, 'nevals': 254, 'min': 13549.793151855469, 'avg': 19426.173898925783}
{'gen': 26, 'nevals': 262, 'min': 13549.793151855469, 'avg': 19190.39089477539}
{'gen': 27, 'nevals': 239, 'min': 13549.793151855469, 'avg': 19084.698184204102}
{'gen': 28, 'nevals': 255, 'min': 13322.492980957031, 'avg': 18883.81092956543}
{'gen': 29, 'nevals': 252, 'min': 13322.492980957031, 'avg': 18628.66374267578}
{'gen': 30, 'nevals': 262, 'min': 13322.492980957031, 'avg': 18535.381105957033}
{'gen': 31, 'nevals': 260, 'min': 11669.256774902344, 'avg': 18347.823903808592}
{'gen': 32, 'nevals': 257, 'min': 11669.256774902344, 'avg': 18125.984131469726}
{'gen': 33, 'nevals': 261, 'min': 11669.256774902344, 'avg': 17903.611419067383}
{'gen': 34, 'nevals': 258, 'min': 11669.256774902344, 'avg': 17709.428458862305}
{'gen': 35, 'nevals': 246, 'min': 11669.256774902344, 'avg': 17260.39068786621}
{'gen': 36, 'nevals': 254, 'min': 11669.256774902344, 'avg': 17059.27068725586}
{'gen': 37, 'nevals': 252, 'min': 11669.256774902344, 'avg': 16600.61491027832}
{'gen': 38, 'nevals': 246, 'min': 11669.256774902344, 'avg': 16331.60189819336}
{'gen': 39, 'nevals': 257, 'min': 11669.256774902344, 'avg': 16059.346322631836}
{'gen': 40, 'nevals': 252, 'min': 11669.256774902344, 'avg': 15809.437289428712}
{'gen': 41, 'nevals': 266, 'min': 11669.256774902344, 'avg': 15711.548957519532}
{'gen': 42, 'nevals': 263, 'min': 11480.18408203125, 'avg': 15318.67560180664}
{'gen': 43, 'nevals': 246, 'min': 10967.233337402344, 'avg': 14983.678343505859}
{'gen': 44, 'nevals': 255, 'min': 10879.571960449219, 'avg': 14729.425243530273}
{'gen': 45, 'nevals': 258, 'min': 10879.571960449219, 'avg': 14396.956122436524}
{'gen': 46, 'nevals': 258, 'min': 10229.432373046875, 'avg': 14189.29451599121}
{'gen': 47, 'nevals': 249, 'min': 9982.440856933594, 'avg': 13812.13484741211}
{'gen': 48, 'nevals': 246, 'min': 9982.440856933594, 'avg': 13475.364072875976}
{'gen': 49, 'nevals': 248, 'min': 9982.440856933594, 'avg': 13248.301983032226}
{'gen': 50, 'nevals': 256, 'min': 9982.440856933594, 'avg': 13020.71687866211}
{'gen': 51, 'nevals': 236, 'min': 9937.872436523438, 'avg': 13016.427447509766}
{'gen': 52, 'nevals': 259, 'min': 9899.200561523438, 'avg': 12721.18089782715}
{'gen': 53, 'nevals': 240, 'min': 9081.923767089844, 'avg': 12409.889797973632}
{'gen': 54, 'nevals': 250, 'min': 9081.923767089844, 'avg': 12062.637016601562}
{'gen': 55, 'nevals': 246, 'min': 9081.923767089844, 'avg': 11885.271633911132}
{'gen': 56, 'nevals': 251, 'min': 9081.923767089844, 'avg': 11491.848021850587}
{'gen': 57, 'nevals': 250, 'min': 8090.2503662109375, 'avg': 11257.408647460938}
{'gen': 58, 'nevals': 256, 'min': 8090.2503662109375, 'avg': 11094.330571899414}
{'gen': 59, 'nevals': 258, 'min': 7684.895324707031, 'avg': 10790.25612121582}
{'gen': 60, 'nevals': 267, 'min': 7504.800842285156, 'avg': 10533.081176757812}
{'gen': 61, 'nevals': 246, 'min': 7504.800842285156, 'avg': 10255.608922729492}
{'gen': 62, 'nevals': 254, 'min': 7251.86865234375, 'avg': 9924.415582275391}
{'gen': 63, 'nevals': 262, 'min': 7251.86865234375, 'avg': 9660.704728393555}
{'gen': 64, 'nevals': 250, 'min': 6973.9921875, 'avg': 9476.642589111329}
{'gen': 65, 'nevals': 256, 'min': 6449.373962402344, 'avg': 9303.256694335938}
{'gen': 66, 'nevals': 250, 'min': 6449.373962402344, 'avg': 9109.374770507813}
{'gen': 67, 'nevals': 248, 'min': 6398.601013183594, 'avg': 8930.579044799804}
{'gen': 68, 'nevals': 248, 'min': 6398.601013183594, 'avg': 8688.006633300782}
{'gen': 69, 'nevals': 258, 'min': 6398.601013183594, 'avg': 8520.142687988282}
{'gen': 70, 'nevals': 246, 'min': 6369.234191894531, 'avg': 8315.616192626952}
{'gen': 71, 'nevals': 256, 'min': 6307.427490234375, 'avg': 8098.004313354492}
{'gen': 72, 'nevals': 242, 'min': 6307.427490234375, 'avg': 7920.775548706055}
{'gen': 73, 'nevals': 244, 'min': 6011.709411621094, 'avg': 7732.267404785156}
{'gen': 74, 'nevals': 264, 'min': 6011.709411621094, 'avg': 7634.723555908203}
{'gen': 75, 'nevals': 254, 'min': 6011.709411621094, 'avg': 7523.652272338867}
{'gen': 76, 'nevals': 266, 'min': 5786.743835449219, 'avg': 7419.373214111328}
{'gen': 77, 'nevals': 262, 'min': 5755.33740234375, 'avg': 7273.362529907226}
{'gen': 78, 'nevals': 258, 'min': 5755.33740234375, 'avg': 7144.453909912109}
{'gen': 79, 'nevals': 245, 'min': 5432.833557128906, 'avg': 7009.322486572266}
